Index	Text	POS Modified
7	water	NN1
8	,	,
9	sugar	NN1
10	,	,
11	and	CC
12	cinnamon	NN1
13	stick	NN1
14	.	.
15	Bring	VB
16	to	II
17	a	AT1
18	boil	NN1
19	,	,
20	reduce	VB
21	heat	NN1
22	,	,
23	and	CC
24	simmer	VBP
25	.	.
26	Cut	VB
27	the	AT
28	orange	NN1
29	in	II
30	half	DB
31	,	,
32	and	CC
33	squeeze	VB
34	the	AT
35	juice	NN1
36	into	II
37	the	AT
38	simmering	VBG
39	water	NN1
40	.	.
41	Push	VB
42	the	AT
43	cloves	NN2
44	into	II
45	the	AT
46	outside	II21
47	of	II22
48	the	AT
49	orange	JJ
50	peel	NN1
51	,	,
52	and	CC
53	place	VV0
54	peel	NN1
55	in	II
56	the	AT
57	simmering	VBG
58	water	NN1
59	.	.
60	Continue	VB
61	simmering	VBG
62	for	IF
63	minutes	NNT2
64	,	,
65	until	CS
66	thick	JJ
67	and	CC
68	syrupy	JJ
69	.	.
70	Pour	VB
71	in	II
72	the	AT
73	wine	NN1
74	,	,
75	and	CC
76	heat	NN1
77	until	CS
78	steaming	VBG
79	but	CCB
80	not	XX
81	simmering	VBG
82	.	.
83	Remove	VB
84	the	AT
85	clove-studded	JJ
86	orange	JJ
87	halves	NN2
88	.	.
89	Serve	VB
90	hot	JJ
91	in	II
92	mugs	NN2
93	or	CC
94	glasses	NN2
95	that	CST
96	have	VBP
97	been	VBN
98	preheated	VVN
99	in	II
100	warm	JJ
101	water	NN1
102	(	(
103	cold	JJ
104	glasses	NN2
105	will	VM
106	break	VB
107	.	.
108	)	)
1	In	II
2	a	AT1
3	cocktail	NN1
4	shaker	NN1
5	filled	VBN
6	with	IW
7	ice	NN1
8	,	,
9	combine	VB
10	the	AT
11	vodka	NN1
12	,	,
13	tequila	NN1
14	,	,
15	rum	NN1
16	,	,
17	gin	NN1
18	,	,
19	Blue	JJ
20	Curacao	NP1
21	,	,
22	sour	JJ
23	mix	NN1
24	and	CC
25	lemon-lime	JJ
26	soda	NN1
27	.	.
28	Shake	VV0
29	vigorously	RR
30	to	TO
31	get	VB
32	a	AT1
33	frothy	JJ
34	head	NN1
35	on	II
36	the	AT
37	drink	NN1
38	.	.
39	Pour	VB
40	the	AT
41	contents	NN2
42	of	IO
43	the	AT
44	shaker	NN1
45	,	,
46	including	VBG
47	ice	NN1
48	,	,
49	into	II
50	tall	JJ
51	bar	NN1
52	glass	NN1
53	and	CC
54	garnish	VV0
55	with	IW
56	a	AT1
57	slice	NN1
58	of	IO
59	lemon	NN1
60	.	.
1	Slice	VB
2	banana	NN1
3	,	,
4	place	VV0
5	in	II
6	blender	NN1
7	,	,
8	pour	VBP
9	in	II
10	pineapple	NN1
11	juice	NN1
12	,	,
13	coconut	NN1
14	milk	NN1
15	and	CC
16	sugar	NN1
17	;	;
18	blend	VV0
19	until	CS
20	smooth	JJ
21	.	.
22	Pour	VB
23	into	II
24	a	AT1
25	glass	NN1
26	and	CC
27	serve	VB
28	.	.
1	Combine	VB
2	Chardonnay	NN1
3	wine	NN1
4	,	,
5	pineapple	NN1
6	chunks	NN2
7	,	,
8	lemonade	NN1
9	concentrate	VV0
10	,	,
11	rum	NN1
12	,	,
13	triple	VV0
14	sec	NNU
15	,	,
16	grapes	NN2
17	,	,
18	apple	NN1
19	,	,
20	orange	NN1
21	,	,
22	and	CC
23	lime	NN1
24	in	II
25	a	AT1
26	large	JJ
27	pitcher	NN1
28	.	.
29	Refrigerate	VB
30	at	RR21
31	least	RR22
32	hours	NNT2
33	or	CC
34	overnight	RT
35	.	.
36	Stir	VB
37	lemon-lime	JJ
38	soda	NN1
39	into	II
40	pitcher	NN1
41	just	RR
42	before	II
43	serving	VBG
44	.	.
1	In	II
2	a	AT1
3	saucepan	NN1
4	over	II
5	medium	JJ
6	heat	NN1
7	,	,
8	combine	VB
9	water	NN1
10	,	,
11	sugar	NN1
12	,	,
13	vanilla	NN1
14	and	CC
15	ground	NN1
16	coffee	NN1
17	.	.
18	Bring	VB
19	to	II
20	a	AT1
21	boil	NN1
22	,	,
23	reduce	VB
24	heat	NN1
25	to	II
26	low	JJ
27	,	,
28	and	CC
29	simmer	VBP
30	for	IF
31	minutes	NNT2
32	,	,
33	stirring	VBG
34	occasionally	RR
35	.	.
36	Allow	VB
37	to	TO
38	cool	VB
39	,	,
40	then	RT
41	remove	VB
42	grounds	NN2
43	through	II
44	a	AT1
45	strainer	NN1
46	.	.
47	When	CS
48	cool	JJ
49	,	,
50	stir	VV0
51	in	II
52	vodka	NN1
53	.	.
54	Pour	VB
55	into	II
56	a	AT1
57	liquor	NN1
58	bottle	NN1
59	,	,
60	and	CC
61	keep	VB
62	in	II
63	a	AT1
64	cool	JJ
65	place	NN1
66	.	.
1	In	II
2	a	AT1
3	blender	NN1
4	,	,
5	combine	VB
6	milk	NN1
7	,	,
8	ice	NN1
9	cream	NN1
10	,	,
11	chocolate	NN1
12	syrup	NN1
13	,	,
14	chocolate	NN1
15	drink	NN1
16	mix	NN1
17	,	,
18	ice	NN1
19	cubes	NN2
20	and	CC
21	chocolate	NN1
22	chips	NN2
23	.	.
24	Blend	VV0
25	until	CS
26	smooth	JJ
27	.	.
28	Pour	VB
29	into	II
30	glasses	NN2
31	and	CC
32	serve	VB
33	.	.
1	Mix	VB
2	the	AT
3	water	NN1
4	,	,
5	tequila	NN1
6	,	,
7	limeade	VV0
8	,	,
9	and	CC
10	orange	JJ
11	liqueur	NN1
12	in	II
13	a	AT1
14	freezer-proof	JJ
15	container	NN1
16	with	IW
17	a	AT1
18	lid	NN1
19	;	;
20	stir	VV0
21	.	.
22	Cover	VV0
23	and	CC
24	store	NN1
25	in	II
26	freezer	NN1
27	until	CS
28	it	PPH1
29	reaches	VBZ
30	a	AT1
31	slush-like	JJ
32	consistency	NN1
33	,	,
34	about	II
35	hours	NNT2
36	.	.
37	Serve	VB
38	in	II
39	glasses	NN2
40	garnished	VBN
41	with	IW
42	lime	NN1
43	wedges	NN2
44	.	.
1	Spoon	VB
2	pumpkin	NN1
3	puree	NN1
4	into	II
5	a	AT1
6	resealable	JJ
7	bag	NN1
8	and	CC
9	freeze	NN1
10	,	,
11	hours	NNT2
12	to	II
13	overnight	RT
14	.	.
15	Remove	VB
16	pumpkin	NN1
17	from	II
18	freezer	NN1
19	and	CC
20	allow	VB
21	to	TO
22	soften	VB
23	at	II
24	room	NN1
25	temperature	NN1
26	,	,
27	to	II
28	minutes	NNT2
29	.	.
30	Pour	VB
31	milk	NN1
32	into	II
33	the	AT
34	blender	NN1
35	;	;
36	add	VB
37	pumpkin	NN1
38	,	,
39	banana	NN1
40	,	,
41	brown	JJ
42	sugar	NN1
43	,	,
44	cinnamon	NN1
45	,	,
46	and	CC
47	vanilla	NN1
48	extract	NN1
49	.	.
50	Blend	VV0
51	until	CS
52	smooth	JJ
53	,	,
54	about	II
55	minutes	NNT2
56	.	.
1	Mix	VB
2	coffee	NN1
3	and	CC
4	sugar	NN1
5	.	.
6	Add	VB
7	boiling	VBG
8	water	NN1
9	and	CC
10	stir	VV0
11	until	CS
12	dissolved	VBN
13	.	.
14	Cool	JJ
15	.	.
16	Add	VB
17	Vodka	NN1
18	and	CC
19	pour	VB
20	into	II
21	two	MC
22	ounce	NNU1
23	empty	JJ
24	bottles	NN2
25	.	.
26	Split	JJ
27	vanilla	NN1
28	into	II
29	pieces	NN2
30	and	CC
31	add	VB
32	to	II
33	bottles	NN2
34	.	.
35	Close	JJ
36	bottles	NN2
37	tightly	RR
38	and	CC
39	keep	VB
40	in	II
41	a	AT1
42	cool	JJ
43	dark	JJ
44	place	NN1
45	for	IF
46	one	MC1
47	month	NNT1
48	.	.
1	Place	VV0
2	coffee	NN1
3	and	CC
4	cardamom	VV0
5	in	II
6	the	AT
7	filter	NN1
8	of	IO
9	your	APPGE
10	coffee	NN1
11	machine	NN1
12	.	.
13	Place	VB
14	enough	DD
15	water	NN1
16	to	TO
17	make	VB
18	cups	NN2
19	of	IO
20	coffee	NN1
21	in	II
22	the	AT
23	machine	NN1
24	.	.
25	Turn	VB
26	on	II
27	the	AT
28	coffee	NN1
29	machine	NN1
30	.	.
31	Pour	VB
32	brewed	VBN
33	coffee	NN1
34	into	II
35	coffee	NN1
36	cups	NN2
37	,	,
38	and	CC
39	stir	VV0
40	tablespoon	NN1
41	sweetened	VBN
42	condensed	VBN
43	milk	NN1
44	into	II
45	each	DD1
46	cup	NN1
47	.	.
48	Serve	VB
49	.	.
1	In	II
2	a	AT1
3	large	JJ
4	pitcher	NN1
5	,	,
6	stir	VB
7	together	RL
8	the	AT
9	lime	NN1
10	juice	NN1
11	and	CC
12	sugar	NN1
13	until	CS
14	dissolved	VBN
15	.	.
16	Stir	VB
17	in	II
18	mint	JJ
19	sprigs	NN2
20	,	,
21	and	CC
22	mash	VV0
23	with	IW
24	a	AT1
25	wooden	JJ
26	spoon	NN1
27	to	TO
28	release	VB
29	some	DD
30	of	IO
31	the	AT
32	oils	NN2
33	.	.
34	Pour	VB
35	in	II
36	water	NN1
37	,	,
38	and	CC
39	mix	VB
40	well	RR
41	.	.
42	Mix	VB
43	in	II
44	jalapeno	NN1
45	slices	NN2
46	.	.
47	Put	VB
48	a	AT1
49	lid	NN1
50	on	II
51	the	AT
52	pitcher	NN1
53	,	,
54	and	CC
55	refrigerate	VBP
56	hours	NNT2
57	,	,
58	or	CC
59	overnight	RT
60	.	.
1	Pour	VB
2	vodka	NN1
3	,	,
4	gin	NN1
5	,	,
6	triple	VV0
7	sec	NNU
8	and	CC
9	rum	NN1
10	together	RL
11	into	II
12	a	AT1
13	large	JJ
14	pitcher	NN1
15	and	CC
16	adjust	VB
17	the	AT
18	cola	NN1
19	proportions	NN2
20	to	II
21	your	APPGE
22	personal	JJ
23	taste	NN1
24	and	CC
25	stir	VV0
26	.	.
27	Pour	VB
28	into	II
29	a	AT1
30	tall	JJ
31	glass	NN1
32	with	IW
33	ice	NN1
34	.	.
1	Place	VV0
2	honeydew	NN1
3	melon	NN1
4	in	II
5	a	AT1
6	single	JJ
7	layer	NN1
8	on	II
9	a	AT1
10	baking	NN1
11	sheet	NN1
12	.	.
13	Cover	VV0
14	and	CC
15	freeze	VB
16	until	CS
17	firm	JJ
18	,	,
19	about	II
20	minutes	NNT2
21	.	.
22	Transfer	VV0
23	frozen	VBN
24	melon	NN1
25	to	II
26	a	AT1
27	food	NN1
28	processor	NN1
29	with	IW
30	the	AT
31	sherbet	NN1
32	and	CC
33	lime	NN1
34	juice	NN1
35	.	.
36	Puree	NN1
37	until	CS
38	smooth	JJ
39	.	.
40	Pour	VB
41	mixture	NN1
42	evenly	RR
43	into	II
44	glasses	NN2
45	,	,
46	and	CC
47	garnish	VB
48	each	DD1
49	glass	NN1
50	with	IW
51	a	AT1
52	strawberry	NN1
53	.	.
54	Serve	VB
55	immediately	RR
56	.	.
1	Whisk	VB
2	together	RL
3	the	AT
4	milk	NN1
5	,	,
6	sweetened	VBN
7	condensed	VBN
8	milk	NN1
9	,	,
10	eggs	NN2
11	,	,
12	vanilla	NN1
13	extract	NN1
14	,	,
15	and	CC
16	salt	NN1
17	in	II
18	a	AT1
19	large	JJ
20	pitcher	NN1
21	until	CS
22	well	RR
23	blended	VVN
24	.	.
25	Cover	VV0
26	and	CC
27	refrigerate	VB
28	until	CS
29	chilled	VVN
30	,	,
31	at	RR21
32	least	RR22
33	hour	NNT1
34	.	.
1	In	II
2	a	AT1
3	microwave-safe	JJ
4	bowl	NN1
5	,	,
6	combine	VB
7	butter	NN1
8	,	,
9	sugar	NN1
10	,	,
11	brown	JJ
12	sugar	NN1
13	and	CC
14	vanilla	NN1
15	.	.
16	Microwave	NN1
17	until	CS
18	smooth	JJ
19	.	.
20	Mix	VB
21	in	II
22	the	AT
23	ice	NN1
24	cream	NN1
25	.	.
26	Place	VV0
27	in	II
28	a	AT1
29	sealable	JJ
30	container	NN1
31	and	CC
32	freeze	NN1
33	.	.
34	When	CS
35	ready	JJ
36	to	TO
37	use	VB
38	,	,
39	spoon	NN1
40	/	FO
41	tablespoons	NN2
42	of	IO
43	the	AT
44	base	NN1
45	into	II
46	a	AT1
47	mug	NN1
48	.	.
49	Pour	VB
50	in	II
51	shot	NN1
52	of	IO
53	dark	JJ
54	rum	NN1
55	and	CC
56	cup	NN1
57	of	IO
58	hot	JJ
59	water	NN1
60	for	IF
61	each	DD1
62	serving	NN1
63	.	.
1	Pour	VB
2	wine	NN1
3	into	II
4	an	AT1
5	ice	NN1
6	cube	NN1
7	tray	NN1
8	and	CC
9	freeze	VB
10	until	CS
11	solid	JJ
12	.	.
13	When	RRQ
14	cubes	NN2
15	are	VBP
16	frozen	VBN
17	,	,
18	plop	NN1
19	or	CC
20	into	II
21	a	AT1
22	glass	NN1
23	of	IO
24	ginger	JJ
25	ale	NN1
26	.	.
27	Allow	VB
28	to	TO
29	sit	VB
30	for	IF
31	about	II
32	minutes	NNT2
33	so	CS
34	the	AT
35	cubes	NN2
36	melt	VBP
37	a	RR21
38	little	RR22
39	;	;
40	stir	VV0
41	.	.
1	Place	VB
2	the	AT
3	lavender	NN1
4	in	II
5	a	AT1
6	pitcher	NN1
7	;	;
8	pour	VB
9	the	AT
10	boiling	JJ
11	water	NN1
12	over	II
13	the	AT
14	lavender	NN1
15	;	;
16	cover	VV0
17	with	IW
18	plastic	NN1
19	wrap	NN1
20	and	CC
21	allow	VB
22	to	TO
23	steep	VVI
24	minutes	NNT2
25	;	;
26	strain	VV0
27	and	CC
28	discard	VB
29	the	AT
30	lavender	NN1
31	from	II
32	the	AT
33	water	NN1
34	and	CC
35	return	VB
36	the	AT
37	water	NN1
38	to	II
39	the	AT
40	pitcher	NN1
41	.	.
42	Add	VB
43	the	AT
44	cold	JJ
45	water	NN1
46	,	,
47	lemon	NN1
48	juice	NN1
49	,	,
50	and	CC
51	sugar	NN1
52	to	II
53	the	AT
54	pitcher	NN1
55	and	CC
56	stir	VV0
57	until	CS
58	the	AT
59	sugar	NN1
60	dissolves	VBZ
61	.	.
62	Refrigerate	VB
63	until	CS
64	serving	VBG
65	.	.
1	Heat	VB
2	the	AT
3	port	NN1
4	wine	NN1
5	over	II
6	medium	JJ
7	heat	NN1
8	until	CS
9	just	RR
10	below	II
11	the	AT
12	simmer	VBP
13	point	NN1
14	in	II
15	a	AT1
16	large	JJ
17	stockpot	NN1
18	with	IW
19	a	AT1
20	lid	NN1
21	.	.
22	Add	VB
23	bourbon	NN1
24	and	CC
25	rum	NN1
26	,	,
27	and	CC
28	bring	VB
29	back	RP
30	to	II
31	just	RR
32	below	RG
33	simmering	VBG
34	.	.
35	Save	VB
36	the	AT
37	bottles	NN2
38	and	CC
39	their	APPGE
40	caps	NN2
41	for	IF
42	storing	VBG
43	leftover	JJ
44	glogg	NN1
45	.	.
46	While	CS
47	the	AT
48	wine	NN1
49	and	CC
50	liquors	NN2
51	are	VBP
52	heating	VBG
53	,	,
54	place	VB
55	the	AT
56	cardamom	NN1
57	,	,
58	cinnamon	NN1
59	stick	NN1
60	,	,
61	cloves	NN2
62	,	,
63	and	CC
64	orange	JJ
65	peel	NN1
66	onto	II
67	the	AT
68	center	NN1
69	of	IO
70	the	AT
71	square	NN1
72	of	IO
73	cheesecloth	NN1
74	.	.
75	Gather	VB
76	together	RL
77	the	AT
78	edges	NN2
79	of	IO
80	the	AT
81	cheesecloth	NN1
82	,	,
83	and	CC
84	tie	VB
85	with	IW
86	kitchen	NN1
87	twine	NN1
88	to	TO
89	secure	VB
90	.	.
91	When	CS
92	mixture	NN1
93	is	VBZ
94	very	RG
95	hot	JJ
96	but	CCB
97	not	XX
98	boiling	VBG
99	,	,
100	carefully	RR
101	light	VBP
102	it	PPH1
103	with	IW
104	a	AT1
105	long-handled	JJ
106	match	NN1
107	.	.
108	Wearing	VBG
109	a	AT1
110	heatproof	JJ
111	cooking	NN1
112	mitt	NN1
113	,	,
114	carefully	RR
115	pour	VBP
116	the	AT
117	sugar	NN1
118	into	II
119	the	AT
120	flames	NN2
121	,	,
122	and	CC
123	let	VB
124	the	AT
125	mixture	NN1
126	burn	VB
127	for	IF
128	minute	NNT1
129	.	.
130	Put	VB
131	the	AT
132	lid	NN1
133	on	II
134	the	AT
135	stockpot	NN1
136	to	TO
137	extinguish	VB
138	the	AT
139	flames	NN2
140	,	,
141	and	CC
142	turn	VB
143	off	RP
144	the	AT
145	heat	NN1
146	.	.
147	Let	VB
148	the	AT
149	mixture	NN1
150	cool	VVI
151	,	,
152	covered	VBN
153	,	,
154	for	IF
155	about	II
156	minutes	NNT2
157	;	;
158	add	VB
159	the	AT
160	cheesecloth	NN1
161	bundle	NN1
162	of	IO
163	spices	NN2
164	and	CC
165	the	AT
166	raisins	NN2
167	and	CC
168	almonds	NN2
169	to	II
170	the	AT
171	warm	JJ
172	wine	NN1
173	mixture	NN1
174	and	CC
175	let	VB
176	it	PPH1
177	cool	RR
178	to	II
179	room	NN1
180	temperature	NN1
181	,	,
182	about	II
183	hour	NNT1
184	.	.
185	Strain	VV0
186	the	AT
187	cooled	VBN
188	glogg	NN1
189	and	CC
190	reserve	VV0
191	the	AT
192	raisins	NN2
193	and	CC
194	almonds	NN2
195	.	.
196	To	TO
197	store	VB
198	,	,
199	pour	VB
200	strained	JJ
201	glogg	NN1
202	into	II
203	the	AT
204	bottles	NN2
205	,	,
206	recap	VV0
207	,	,
208	and	CC
209	keep	VB
210	upright	RL
211	in	II
212	a	AT1
213	cool	JJ
214	dark	JJ
215	place	NN1
216	for	IF
217	up	II21
218	to	II22
219	year	NNT1
220	.	.
221	Refrigerate	VB
222	the	AT
223	steeped	VBN
224	raisins	NN2
225	and	CC
226	almonds	NN2
227	in	II
228	a	AT1
229	covered	VBN
230	bowl	NN1
231	or	CC
232	jar	NN1
233	for	IF
234	up	II21
235	to	II22
236	year	NNT1
237	.	.
238	To	TO
239	serve	VB
240	,	,
241	pour	VB
242	glogg	NN1
243	into	II
244	a	AT1
245	saucepan	NN1
246	and	CC
247	warm	JJ
248	over	II
249	low-medium	JJ
250	heat	NN1
251	until	CS
252	hot	JJ
253	but	CCB
254	not	XX
255	simmering	VBG
256	,	,
257	about	II
258	minutes	NNT2
259	.	.
260	Ladle	NP1
261	ounces	NNU2
262	of	IO
263	warmed	VBN
264	glogg	NN1
265	into	II
266	a	AT1
267	small	JJ
268	coffee	NN1
269	cup	NN1
270	or	CC
271	small	JJ
272	Swedish-style	JJ
273	glogg	NN1
274	mug	NN1
275	,	,
276	and	CC
277	garnish	VB
278	each	DD1
279	serving	VBG
280	with	IW
281	a	AT1
282	few	DA2
283	reserved	JJ
284	raisins	NN2
285	and	CC
286	almonds	NN2
287	.	.
1	Place	VV0
2	egg	NN1
3	yolks	VVZ
4	in	II
5	a	AT1
6	saucepan	NN1
7	.	.
8	Whisk	VB
9	in	II
10	sugar	NN1
11	until	CS
12	well	RR
13	blended	VVN
14	and	CC
15	creamy	JJ
16	.	.
17	Add	VB
18	milk	NN1
19	and	CC
20	cream	NN1
21	;	;
22	whisk	VB
23	until	CS
24	blended	VBN
25	.	.
26	Place	VV0
27	pan	NN1
28	over	II
29	medium	JJ
30	heat	NN1
31	;	;
32	whisk	VB
33	frequently	RR
34	until	CS
35	mixture	NN1
36	reaches	VBZ
37	a	AT1
38	temperature	NN1
39	of	IO
40	between	RL
41	to	II
42	degrees	NN2
43	F	ZZ1
44	(	(
45	to	II
46	degrees	NN2
47	C	ZZ1
48	)	)
49	using	VBG
50	an	AT1
51	instant	NNT1
52	read	JJ
53	thermometer	NN1
54	.	.
55	Remove	VB
56	from	II
57	heat	NN1
58	.	.
59	Stir	VB
60	in	II
61	nutmeg	NN1
62	and	CC
63	whiskey	NN1
64	.	.
65	Chill	NN1
66	pan	NN1
67	in	II
68	cold	JJ
69	water	NN1
70	until	CS
71	cool	JJ
72	.	.
73	Transfer	VV0
74	mixture	NN1
75	to	II
76	a	AT1
77	container	NN1
78	(	(
79	a	AT1
80	large	JJ
81	pitcher	NN1
82	is	VBZ
83	ideal	JJ
84	)	)
85	.	.
86	Cover	VV0
87	and	CC
88	refrigerate	VB
89	until	CS
90	thoroughly	RR
91	chilled	VVN
92	,	,
93	to	II
94	hours	NNT2
95	.	.
96	Place	VB
97	egg	NN1
98	whites	NN2
99	in	II
100	a	AT1
101	bowl	NN1
102	and	CC
103	whisk	VB
104	until	CS
105	soft	JJ
106	peaks	NN2
107	form	VBP
108	.	.
109	Add	VB
110	sugar	NN1
111	and	CC
112	continue	VB
113	whisking	VBG
114	until	II
115	egg	NN1
116	whites	NN2
117	hold	VBP
118	a	AT1
119	firmer	JJR
120	peak	NN1
121	.	.
122	Whisk	VB
123	egg	NN1
124	whites	NN2
125	into	II
126	custard	NN1
127	base	NN1
128	until	CS
129	thoroughly	RR
130	blended	VBN
131	.	.
132	Refrigerate	VB
133	until	CS
134	chilled	VVN
135	,	,
136	about	II
137	minutes	NNT2
138	.	.
139	Whisk	VB
140	eggnog	NN1
141	again	RT
142	just	RR
143	before	II
144	serving	VBG
145	and	CC
146	between	II
147	each	DD1
148	pour	VBP
149	to	TO
150	ensure	VB
151	even	RR
152	distribution	NN1
153	of	IO
154	the	AT
155	egg	NN1
156	whites	NN2
157	which	DDQ
158	tend	VBP
159	to	TO
160	float	VB
161	to	II
162	the	AT
163	top	NN1
164	.	.
165	Serve	VB
166	with	IW
167	a	AT1
168	dusting	NN1
169	of	IO
170	nutmeg	NN1
171	.	.
1	Pour	VB
2	the	AT
3	chocolate	NN1
4	liqueur	NN1
5	,	,
6	creme	JJ
7	de	NP1
8	cacao	NN1
9	,	,
10	vodka	NN1
11	,	,
12	and	CC
13	creamer	JJR
14	into	II
15	a	AT1
16	cocktail	NN1
17	shaker	NN1
18	over	II
19	ice	NN1
20	.	.
21	Cover	VV0
22	,	,
23	and	CC
24	shake	VB
25	until	CS
26	the	AT
27	outside	II21
28	of	II22
29	the	AT
30	shaker	NN1
31	has	VBZ
32	frosted	VBN
33	.	.
34	Dip	VB
35	the	AT
36	rim	NN1
37	of	IO
38	a	AT1
39	chilled	JJ
40	martini	NN1
41	glass	NN1
42	in	II
43	chocolate	NN1
44	syrup	NN1
45	.	.
46	Strain	VV0
47	the	AT
48	cocktail	NN1
49	into	II
50	the	AT
51	glass	NN1
52	to	TO
53	serve	VB
54	.	.
1	In	II
2	a	AT1
3	blender	NN1
4	,	,
5	combine	VB
6	soy	JJ
7	milk	NN1
8	,	,
9	orange	NN1
10	juice	NN1
11	,	,
12	wheat	NN1
13	germ	NN1
14	and	CC
15	frozen	VBN
16	berries	NN2
17	.	.
18	Blend	VV0
19	until	CS
20	smooth	JJ
21	.	.
22	Pour	VB
23	into	II
24	glasses	NN2
25	and	CC
26	serve	VB
27	.	.
1	Place	VB
2	the	AT
3	lemon	NN1
4	,	,
5	orange	NN1
6	,	,
7	and	CC
8	brown	JJ
9	sugar	NN1
10	in	II
11	a	AT1
12	large	JJ
13	pitcher	NN1
14	.	.
15	Pour	VB
16	in	II
17	vodka	NN1
18	,	,
19	cointreau	NN1
20	,	,
21	gin	NN1
22	,	,
23	orange	JJ
24	soda	NN1
25	,	,
26	lemon-lime	JJ
27	soda	NN1
28	,	,
29	pineapple	NN1
30	juice	NN1
31	,	,
32	and	CC
33	orange	NN1
34	juice	NN1
35	.	.
36	Add	VB
37	ice	NN1
38	cubes	NN2
39	and	CC
40	pour	VB
41	in	II
42	red	JJ
43	wine	NN1
44	;	;
45	stir	VV0
46	well	RR
47	until	CS
48	the	AT
49	sugar	NN1
50	has	VBZ
51	dissolved	VBN
52	.	.
1	In	II
2	a	AT1
3	large	JJ
4	punch	NN1
5	bowl	NN1
6	,	,
7	combine	VB
8	Southern	JJ
9	Comfort	NN1
10	,	,
11	lemon	NN1
12	juice	NN1
13	,	,
14	lemonade	NN1
15	concentrate	VV0
16	and	CC
17	orange	NN1
18	juice	NN1
19	concentrate	VV0
20	.	.
21	Stir	VB
22	in	II
23	lemon-lime	JJ
24	soda	NN1
25	,	,
26	and	CC
27	add	VB
28	a	AT1
29	few	DA2
30	drops	NN2
31	red	JJ
32	food	NN1
33	coloring	NN1
34	.	.
35	Float	VB
36	orange	JJ
37	and	CC
38	lemon	NN1
39	slices	NN2
40	for	IF
41	garnish	NN1
42	.	.
1	Blend	VV0
2	yogurt	NN1
3	,	,
4	peaches	NN2
5	,	,
6	bananas	NN2
7	,	,
8	orange	NN1
9	juice	NN1
10	,	,
11	sugar	NN1
12	,	,
13	and	CC
14	ice	NN1
15	in	II
16	a	AT1
17	blender	NN1
18	on	II
19	high	JJ
20	until	CS
21	the	AT
22	ice	NN1
23	is	VBZ
24	crushed	VBN
25	and	CC
26	the	AT
27	smoothie	NN1
28	is	VBZ
29	to	II
30	your	APPGE
31	desired	VBN
32	consistency	NN1
33	.	.
1	Pour	VB
2	vanilla	NN1
3	syrup	NN1
4	into	II
5	the	AT
6	bottom	NN1
7	of	IO
8	a	AT1
9	glass	NN1
10	.	.
11	Add	VB
12	ice	NN1
13	cubes	NN2
14	and	CC
15	pour	VB
16	in	II
17	milk	NN1
18	.	.
19	Slowly	RR
20	pour	VBP
21	in	II
22	cold	JJ
23	brew	NN1
24	concentrate	VV0
25	.	.
26	Drizzle	NN1
27	with	IW
28	caramel	NN1
29	sauce	NN1
30	.	.
1	Pour	VB
2	the	AT
3	tequila	NN1
4	and	CC
5	triple	VV0
6	sec	NNU
7	into	II
8	a	AT1
9	pitcher	NN1
10	.	.
11	Sprinkle	VB
12	in	II
13	the	AT
14	confectioners	NN2
15	sugar	NN1
16	,	,
17	and	CC
18	stir	VV0
19	to	TO
20	dissolve	VB
21	.	.
22	Add	VB
23	the	AT
24	ice	NN1
25	,	,
26	and	CC
27	pour	VB
28	in	II
29	the	AT
30	pomegranate	NN1
31	juice	NN1
32	and	CC
33	lime	NN1
34	juice	NN1
35	.	.
36	Stir	VB
37	to	TO
38	mix	VB
39	,	,
40	then	RT
41	serve	VB
42	.	.
43	You	PPY
44	can	VM
45	add	VB
46	more	DAR
47	tequila	NN1
48	to	TO
49	taste	VVI
50	if	CS
51	youre	VV0
52	a	AT1
53	professional	JJ
54	.	.
1	Stir	VB
2	together	RL
3	vodka	NN1
4	,	,
5	sweet	JJ
6	and	CC
7	sour	JJ
8	mix	NN1
9	,	,
10	and	CC
11	grenadine	VV0
12	in	II
13	an	AT1
14	ounce	NNU1
15	glass	NN1
16	.	.
17	Fill	VB
18	with	IW
19	ice	NN1
20	.	.
1	In	II
2	a	AT1
3	blender	NN1
4	,	,
5	combine	VB
6	banana	NN1
7	,	,
8	frozen	VBN
9	blueberries	NN2
10	,	,
11	frozen	VBN
12	peach	NN1
13	slices	NN2
14	,	,
15	yogurt	NN1
16	and	CC
17	syrup	NN1
18	.	.
19	Blend	VV0
20	until	CS
21	smooth	JJ
22	.	.
23	add	VB
24	rice	NN1
25	milk	NN1
26	and	CC
27	blend	VV0
28	to	II
29	desired	VBN
30	consistency	NN1
31	.	.
32	Pour	VB
33	into	II
34	glasses	NN2
35	and	CC
36	serve	VB
37	.	.
1	In	II
2	a	AT1
3	blender	NN1
4	,	,
5	blend	VB
6	the	AT
7	kiwi	NN1
8	,	,
9	banana	NN1
10	,	,
11	blueberries	NN2
12	,	,
13	strawberries	NN2
14	,	,
15	ice	NN1
16	,	,
17	orange	NN1
18	juice	NN1
19	,	,
20	and	CC
21	yogurt	VV0
22	until	CS
23	smooth	JJ
24	.	.
1	Place	VV0
2	chocolate	NN1
3	pieces	NN2
4	in	II
5	a	AT1
6	saucepan	NN1
7	over	II
8	medium-low	JJ
9	heat	NN1
10	;	;
11	add	VB
12	milk	NN1
13	and	CC
14	whisk	VB
15	constantly	RR
16	until	CS
