Index	Text	Lemma	POS	Semantics
64	chopped	chop	VBN	['A1.1.1', 'N5-/A2.1']
65	pepper	pepper	NN1	['F1']
66	,	,	,	['PUNCT']
67	onion	onion	NN1	['T1.3']
68	and	and	CC	['T1.3']
69	celery	celery	NN1	['T1.3']
70	until	until	CS	['Z5']
71	tender	tender	JJ	['I2.2']
72	,	,	,	['PUNCT']
73	to	to	II	['Z5']
74	minutes	minute	NNT2	['T1.3', 'Q1.2']
75	.	.	.	['PUNCT']
76	Stir	stir	VB	['A1.1.1', 'M1']
77	in	in	II	['Z5']
78	crushed	crush	VBN	['A1.1.2', 'A1.1.1', 'X9.2+/G3', 'S7.1+']
79	tomatoes	tomato	NN2	['F1']
80	,	,	,	['PUNCT']
81	tomato	tomato	NN1	['F1']
82	sauce	sauce	NN1	['T1.3']
83	and	and	CC	['T1.3']
84	garlic	garlic	NN1	['T1.3']
85	.	.	.	['PUNCT']
86	Season	season	NNT1	['T1.3']
87	with	with	IW	['Z5']
88	basil	basil	NN1	['F2', 'L3']
89	,	,	,	['PUNCT']
90	oregano	oregano	NN1	['L3', 'F1']
91	,	,	,	['PUNCT']
92	/	/	FO	['Z99']
93	teaspoons	teaspoon	NN2	['O2', 'N5']
94	salt	salt	NN1	['F1', 'O1.1']
95	and	and	CC	['Z5']
96	/	/	FO	['Z99']
97	teaspoon	teaspoon	NN1	['O2', 'N5']
98	pepper	pepper	NN1	['F1']
99	.	.	.	['PUNCT']
100	Simmer	Simmer	VB	['F1']
101	uncovered	uncover	VBN	['A10+']
102	for	for	IF	['Z5']
103	minutes	minute	NNT2	['T1.3', 'Q1.2']
104	.	.	.	['PUNCT']
105	Preheat	preheat	VV0	['Z99']
106	oven	oven	NN1	['O2/F1']
107	to	to	II	['Z5']
108	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
109	F	F	ZZ1	['Z5']
110	(	(	(	['PUNCT']
111	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
112	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
113	)	)	)	['PUNCT']
114	.	.	.	['PUNCT']
115	Meanwhile	meanwhile	RR	['T1.1.2']
116	,	,	,	['PUNCT']
117	in	in	II	['Z5']
118	a	a	AT1	['Z5']
119	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
120	mixing	mixing	VBG	['A2.1+', 'S1.1.3+', 'K3']
121	bowl	bowl	NN1	['O2']
122	,	,	,	['PUNCT']
123	combine	combine	VB	['A2.2', 'A1.8+', 'S5+c', 'F4']
124	egg	egg	NN1	['L2', 'F1']
125	,	,	,	['PUNCT']
126	teaspoon	teaspoon	NN1	['O2', 'N5']
127	salt	salt	NN1	['F1', 'O1.1']
128	,	,	,	['PUNCT']
129	/	/	FO	['Z99']
130	teaspoon	teaspoon	NN1	['O2', 'N5']
131	pepper	pepper	NN1	['F1']
132	,	,	,	['PUNCT']
133	Worcestershire	worcestershire	NP1	['F1']
134	sauce	sauce	NN1	['F1']
135	and	and	CC	['Z5']
136	Parmesan	Parmesan	NP1	['Z99']
137	.	.	.	['PUNCT']
138	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
139	in	in	II	['Z5']
140	hot	hot	JJ	['O4.6+', 'X9.1+', 'O4.2+', 'X5.2+', 'G2.1-', 'A12-', 'S7.3+', 'E6-', 'A7+++']
141	sausage	sausage	NN1	['F1', 'O4.4']
142	,	,	,	['PUNCT']
143	mild	mild	JJ	['S1.2.5-', 'O4.6+', 'O4.1', 'X3.1', 'N3.2-', 'N5-']
144	sausage	sausage	NN1	['F1', 'O4.4']
145	,	,	,	['PUNCT']
146	bread	bread	NN1	['F1']
147	crumbs	crumb	NN2	['F1']
148	and	and	CC	['Z5']
149	cup	cup	NN1	['Df/A5.1+++mfnc']
150	of	of	IO	['Df/A5.1+++mfnc']
151	the	the	AT	['Df/A5.1+++mfnc']
152	tomato	tomato	NN1	['Df/A5.1+++mfnc']
153	sauce	sauce	NN1	['F1', 'S1.2.4-']
154	mixture	mixture	NN1	['O1.1', 'A6.3+']
155	.	.	.	['PUNCT']
156	Using	use	VBG	['A1.5.1', 'S7.1+']
157	a	a	AT1	['Z5']
158	piping	pipe	NN1	['M2', 'K2', 'Q2.1']
159	bag	bag	NN1	['B5', 'O2', 'B1']
160	or	or	CC	['Z5']
161	sausage	sausage	NN1	['F1', 'O4.4']
162	stuffer	stuffer	NN1	['Z99']
163	,	,	,	['PUNCT']
164	fill	fill	VB	['N5.1+', 'I3.1', 'Q1.2@']
165	each	each	DD1	['N6+']
166	pepper	pepper	NN1	['N6+']
167	with	with	IW	['Z5']
168	the	the	AT	['Z5']
169	meat	meat	NN1	['F1', 'A4.2+']
170	mixture	mixture	NN1	['O1.1', 'A6.3+']
171	.	.	.	['PUNCT']
172	Place	place	VV0	['M7', 'H1', 'A1.2', 'P1']
173	in	in	II	['Z5']
174	a	a	AT1	['Z5']
175	quart	quart	NNU1	['N3.4']
176	casserole	casserole	NN1	['F1']
177	dish	dish	NN1	['O2', 'F1', 'Q4.3', 'O4.2+%']
178	,	,	,	['PUNCT']
179	and	and	CC	['Z5']
180	pour	pour	VBP	['A1.1.1/O1.2', 'W4', 'M1/N5+']
181	remaining	remain	VBG	['T2++', 'M8', 'N5.2+']
182	tomato	tomato	NN1	['F1']
183	sauce	sauce	NN1	['F1']
184	mixture	mixture	NN1	['O1.1', 'A6.3+']
185	over	over	II	['Z5']
186	peppers	pepper	NN2	['F1']
187	.	.	.	['PUNCT']
188	Bake	Bake	VB	['F1', 'O4.6']
189	uncovered	uncover	VBN	['A10+']
190	in	in	II	['Z5']
191	preheated	preheat	JJ	['N4/O4.6+']
192	oven	oven	NN1	['O2/F1']
193	for	for	IF	['Z5']
194	hour	hour	NNT1	['T1.3']
195	.	.	.	['PUNCT']
1	Preheat	preheat	VB	['Z99']
2	the	the	AT	['Z5']
3	oven	oven	NN1	['O2/F1']
4	to	to	II	['Z5']
5	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
6	F	F	ZZ1	['Z5']
7	(	(	(	['PUNCT']
8	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
9	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
10	)	)	)	['PUNCT']
11	.	.	.	['PUNCT']
12	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
13	the	the	AT	['Z5']
14	ham	ham	NN1	['F1', 'S2/E2+mf', 'K4/S2mf']
15	cut	cut	VBD	['A1.1.1', 'N5-/A2.1', 'T2-', 'M1', 'Q4.3', 'K5.1', 'B1', 'F3']
16	side	side	NN1	['A4.1', 'M6', 'N5.1-', 'S7.3+/S5+c', 'B1', 'S5+c', 'S4c', 'F1', 'S1.2']
17	down	down	RP	['Z5']
18	onto	onto	II	['Z5']
19	a	a	AT1	['Z5']
20	sheet	sheet	NN1	['B5', 'O2', 'Q1.2', 'N5']
21	of	of	IO	['Z5']
22	aluminum	aluminum	NN1	['O1.1']
23	foil	foil	NN1	['O1.1', 'S8-', 'G3']
24	.	.	.	['PUNCT']
25	I	I	PPIS1	['Z8mf']
26	like	like	VBP	['E2+']
27	to	to	TO	['Z5']
28	put	put	VB	['M2', 'Q2.1', 'Q2.2', 'A1.1.1']
29	the	the	AT	['Z5']
30	shiny	shiny	JJ	['O4.2+']
31	side	side	NN1	['A4.1', 'M6', 'N5.1-', 'S7.3+/S5+c', 'B1', 'S5+c', 'S4c', 'F1', 'S1.2']
32	up	up	RP	['Z5']
33	.	.	.	['PUNCT']
34	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
35	together	together	RL	['S5+', 'T1.1.2', 'M6']
36	the	the	AT	['Z5']
37	brown	brown	JJ	['F1']
38	sugar	sugar	NN1	['F1']
39	,	,	,	['PUNCT']
40	apricot	apricot	JJ	['Z1mf', 'Z3c']
41	jam	jam	NN1	['Z1mf', 'Z3c']
42	and	and	CC	['Z5']
43	mustard	mustard	NN1	['F1', 'L3', 'O4.3']
44	powder	powder	NN1	['O1.1', 'B4', 'G3']
45	in	in	II	['Z5']
46	a	a	AT1	['Z5']
47	small	small	JJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
48	bowl	bowl	NN1	['O2']
49	.	.	.	['PUNCT']
50	Brush	brush	VV0	['B4/O2', 'S1.1.1', 'L2']
51	onto	onto	II	['Z5']
52	the	the	AT	['Z5']
53	ham	ham	NN1	['F1', 'S2/E2+mf', 'K4/S2mf']
54	using	use	VBG	['A1.5.1', 'S7.1+']
55	a	a	AT1	['Z5']
56	pastry	pastry	NN1	['F1']
57	or	or	CC	['Z5']
58	barbeque	barbeque	JJ	['F1']
59	brush	brush	NN1	['B4/O2', 'S1.1.1', 'L2']
60	.	.	.	['PUNCT']
61	Reserve	reserve	VV0	['A9+']
62	any	any	DD	['N5.1+', 'N5']
63	leftover	leftover	JJ	['F1', 'N5.2+/A1.5.1-']
64	glaze	glaze	NN1	['C1', 'F1']
65	.	.	.	['PUNCT']
66	Enclose	enclose	VB	['A1.8+', 'A10-']
67	the	the	AT	['Z5']
68	foil	foil	NN1	['O1.1', 'S8-', 'G3']
69	around	around	II	['Z5']
70	the	the	AT	['Z5']
71	ham	ham	NN1	['T1.3']
72	and	and	CC	['T1.3']
73	place	place	VV0	['T1.3']
74	on	on	II	['Z5']
75	a	a	AT1	['Z5']
76	rimmed	rimmed	JJ	['O4.1']
77	baking	baking	NN1	['F1/O2']
78	sheet	sheet	NN1	['F1/O2']
79	.	.	.	['PUNCT']
80	Roast	roast	VB	['F1', 'F2/O4.3']
81	for	for	IF	['Z5']
82	hours	hour	NNT2	['T1.3']
83	in	in	II	['Z5']
84	the	the	AT	['Z5']
85	preheated	preheated	JJ	['T1.3']
86	oven	oven	NN1	['T1.3']
87	,	,	,	['PUNCT']
88	or	or	CC	['Z5']
89	if	if	CS	['Z7']
90	your	your	APPGE	['Z8']
91	ham	ham	NN1	['F1', 'S2/E2+mf', 'K4/S2mf']
92	is	be	VBZ	['A3+', 'Z5']
93	a	a	AT1	['Z5']
94	different	different	JJ	['A6.1-']
95	size	size	NN1	['N3.2', 'N5', 'N3.1', 'O4.1']
96	,	,	,	['PUNCT']
97	figure	figure	NN1	['N5', 'N1', 'B1', 'S2mf', 'C1', 'O4.4', 'O2']
98	minutes	minute	NNT2	['T1.3', 'Q1.2']
99	per	per	II	['Z5']
100	pound	pound	NN1	['I1', 'N3.5', 'M7']
101	.	.	.	['PUNCT']
102	Apply	apply	VB	['Q2.2', 'A1.5.1', 'A1.2+', 'A1.8+', 'S7.1+']
103	the	the	AT	['Z5']
104	remaining	remain	VBG	['T2++', 'M8', 'N5.2+']
105	glaze	glaze	NN1	['C1', 'F1']
106	minutes	minute	NNT2	['T1.3', 'Q1.2']
107	before	before	II	['Z5']
108	the	the	AT	['Z5']
109	ham	ham	NN1	['F1', 'S2/E2+mf', 'K4/S2mf']
110	is	be	VBZ	['A3+', 'Z5']
111	done	do	VBN	['A1.1.1', 'G2.2-', 'X9.2+', 'E3-', 'G2.1%', 'Z5']
112	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	In	in	II	['Z5']
12	a	a	AT1	['Z5']
13	large	large	JJ	['N3.2+', 'N5+', 'A11.1+']
14	bowl	bowl	NN1	['O2']
15	,	,	,	['PUNCT']
16	combine	combine	VB	['A2.2', 'A1.8+', 'S5+c', 'F4']
17	the	the	AT	['Z5']
18	egg	egg	NN1	['L2', 'F1']
19	,	,	,	['PUNCT']
20	milk	milk	NN1	['F2', 'O1.2']
21	,	,	,	['PUNCT']
22	cheese	cheese	NN1	['F1']
23	,	,	,	['PUNCT']
24	oats	oats	NN1	['T1.3']
25	and	and	CC	['T1.3']
26	salt	salt	NN1	['T1.3']
27	.	.	.	['PUNCT']
28	Add	add	VB	['N5+/A2.1', 'N2', 'A1.8+']
29	the	the	AT	['Z5']
30	ground	ground	NN1	['M6', 'W3', 'M7', 'O3', 'X2.1']
31	beef	beef	NN1	['F1']
32	,	,	,	['PUNCT']
33	mixing	mix	VBG	['A2.1+', 'S1.1.3+', 'K3']
34	well	well	RR	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
35	,	,	,	['PUNCT']
36	and	and	CC	['Z5']
37	form	form	VB	['T2+', 'A2.1+', 'A1.8+', 'A3+', 'A1.1.1']
38	this	this	DD1	['M6', 'Z5', 'Z8']
39	mixture	mixture	NN1	['O1.1', 'A6.3+']
40	into	into	II	['Z5']
41	eight	eight	MC	['N1']
42	miniature	miniature	JJ	['N1']
43	meatloaves	meatloaf	NN2	['Z99']
44	.	.	.	['PUNCT']
45	Place	place	VB	['M2', 'X2.2+', 'I3.1', 'Q2.2']
46	these	these	DD2	['Z5', 'Z8']
47	in	in	II	['Z5']
48	a	a	AT1	['Z5']
49	lightly	lightly	RR	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
50	greased	grease	VVN	['A1.1.1', 'F1']
51	x	x	II	['Z5']
52	inch	inch	NNU1	['N3.7']
53	baking	bake	NN1	['F1/O2']
54	dish	dish	NN1	['F1/O2']
55	.	.	.	['PUNCT']
56	In	in	II	['Z5']
57	a	a	AT1	['Z5']
58	separate	separate	JJ	['A6.1-']
59	small	small	JJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
60	bowl	bowl	NN1	['O2']
61	,	,	,	['PUNCT']
62	combine	combine	VB	['A2.2', 'A1.8+', 'S5+c', 'F4']
63	the	the	AT	['Z5']
64	ketchup	ketchup	NN1	['F1']
65	,	,	,	['PUNCT']
66	brown	brown	JJ	['F1']
67	sugar	sugar	NN1	['F1']
68	and	and	CC	['Z5']
69	mustard	mustard	NN1	['F1', 'L3', 'O4.3']
70	.	.	.	['PUNCT']
71	Stir	stir	VB	['A1.1.1', 'M1']
72	thoroughly	thoroughly	RR	['A13.2', 'A1.3+']
73	and	and	CC	['Z5']
74	spread	spread	VBD	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
75	over	over	II	['Z5']
76	each	each	DD1	['N6+']
77	meatloaf	meatloaf	NN1	['N6+']
78	.	.	.	['PUNCT']
79	Bake	Bake	VB	['F1', 'O4.6']
80	,	,	,	['PUNCT']
81	uncovered	uncovered	VBN	['A10+']
82	,	,	,	['PUNCT']
83	at	at	II	['Z5']
84	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
85	F	F	ZZ1	['Z5']
86	(	(	(	['PUNCT']
87	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
88	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
89	)	)	)	['PUNCT']
90	for	for	IF	['Z5']
91	minutes	minute	NNT2	['T1.3', 'Q1.2']
92	.	.	.	['PUNCT']
1	Preheat	preheat	VB	['Z99']
2	the	the	AT	['Z5']
3	ovens	oven	NN2	['O2/F1']
4	broiler	broiler	NN1	['F1/O2']
5	and	and	CC	['Z5']
6	set	set	VBD	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
7	the	the	AT	['Z5']
8	oven	oven	NN1	['O2/F1']
9	rack	rack	NN1	['O2', 'G2.1/O2', 'F1']
10	about	about	RG	['Z5']
11	inches	inch	NNU2	['N3.7']
12	from	from	II	['Z5']
13	the	the	AT	['Z5']
14	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
15	source	source	NN1	['T2+', 'Q1.1', 'X2.2', 'W3/M4']
16	.	.	.	['PUNCT']
17	Line	line	VV0	['O4.4', 'A4.1', 'Q1.3', 'X4.2', 'Q3', 'Q1.2', 'Q2.1/K4', 'S4', 'S7.1', 'A1.7+', 'A6.1-', 'I3.1', 'M4@c', 'G3@', 'K5.1@']
18	a	a	AT1	['Z5']
19	broiler	broiler	NN1	['F1/O2']
20	pan	pan	NN1	['O2']
21	with	with	IW	['Z5']
22	aluminum	aluminum	NN1	['O1.1']
23	foil	foil	NN1	['O1.1', 'S8-', 'G3']
24	.	.	.	['PUNCT']
25	Spray	spray	VB	['A1.1.1']
26	the	the	AT	['Z5']
27	broiler	broiler	NN1	['F1/O2']
28	pans	pan	NN2	['O2']
29	rack	rack	VBP	['E6-']
30	with	with	IW	['Z5']
31	olive	olive	JJ	['F1']
32	oil	oil	NN1	['F1']
33	cooking	cooking	VBG	['F1']
34	spray	spray	NN1	['A1.1.1', 'O2', 'N5', 'B3']
35	.	.	.	['PUNCT']
36	Sprinkle	sprinkle	VB	['A1.1.1']
37	tilapia	tilapia	NN1	['Z99']
38	with	with	IW	['Z5']
39	sazon	sazon	NN1	['Z99']
40	seasoning	seasoning	NN1	['F1']
41	and	and	CC	['Z5']
42	arrange	arrange	VB	['S7.1+', 'A1.1.1']
43	on	on	II	['Z5']
44	the	the	AT	['Z5']
45	prepared	prepared	JJ	['X7+', 'O4.1']
46	broiler	broiler	NN1	['F1/O2']
47	rack	rack	NN1	['O2', 'G2.1/O2', 'F1']
48	.	.	.	['PUNCT']
49	Cook	cook	VB	['F1']
50	the	the	AT	['Z5']
51	fillets	fillet	NN2	['F1']
52	under	under	II	['Z5']
53	the	the	AT	['Z5']
54	preheated	preheated	JJ	['N4/O4.6+']
55	broiler	broiler	NN1	['F1/O2']
56	until	until	CS	['Z5']
57	fish	fish	NN	['L2mfnc', 'F1']
58	is	be	VBZ	['A3+', 'Z5']
59	barely	barely	RR	['A13.7']
60	opaque	opaque	JJ	['O4.3', 'A12-']
61	,	,	,	['PUNCT']
62	to	to	II	['Z5']
63	minutes	minute	NNT2	['T1.3', 'Q1.2']
64	per	per	II	['Z5']
65	side	side	NN1	['A4.1', 'M6', 'N5.1-', 'S7.3+/S5+c', 'B1', 'S5+c', 'S4c', 'F1', 'S1.2']
66	.	.	.	['PUNCT']
67	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
68	the	the	AT	['Z5']
69	Parmesan	Parmesan	JJ	['F1']
70	cheese	cheese	NN1	['F1']
71	,	,	,	['PUNCT']
72	butter-margarine	butter margarine	JJ	['F1', 'F1']
75	blend	blend	NN1	['A4.1']
76	,	,	,	['PUNCT']
77	fat-free	fat free	JJ	['N3.2+', 'N5+', 'O4.4', 'O4.2', 'S6-', 'A1.7-', 'A1.5.1-', 'I1.3-']
80	mayonnaise	mayonnaise	NN1	['F1']
81	,	,	,	['PUNCT']
82	lemon	lemon	NN1	['F1', 'L3', 'F2', 'O4.3']
83	juice	juice	NN1	['F2', 'O1.2']
84	,	,	,	['PUNCT']
85	lemon	lemon	NN1	['F1', 'L3', 'F2', 'O4.3']
86	zest	zest	NN1	['X5.2+', 'F1']
87	,	,	,	['PUNCT']
88	basil	basil	NN1	['F2', 'L3']
89	,	,	,	['PUNCT']
90	black	black	JJ	['F1']
91	pepper	pepper	NN1	['F1']
92	,	,	,	['PUNCT']
93	onion	onion	NN1	['F1']
94	powder	powder	NN1	['O1.1', 'B4', 'G3']
95	,	,	,	['PUNCT']
96	and	and	CC	['Z5']
97	celery	celery	NN1	['F1', 'L3']
98	salt	salt	NN1	['F1', 'O1.1']
99	together	together	RL	['S5+', 'T1.1.2', 'M6']
100	in	in	II	['Z5']
101	a	a	AT1	['Z5']
102	bowl	bowl	NN1	['O2']
103	.	.	.	['PUNCT']
104	Spread	spread	VB	['A1.1.1', 'N3.6+/A2.1', 'N3.3+/A2.1', 'N5+/A2.1', 'N5', 'T1.3']
105	the	the	AT	['Z5']
106	Parmesan	Parmesan	JJ	['F1']
107	cheese	cheese	NN1	['F1']
108	blend	blend	NN1	['A2.1+']
109	over	over	II	['Z5']
110	the	the	AT	['Z5']
111	fish	fish	NN	['L2mfnc', 'F1']
112	fillets	fillet	NN2	['F1']
113	,	,	,	['PUNCT']
114	return	return	VB	['M1', 'A9-', 'N6']
115	to	to	II	['Z5']
116	oven	oven	NN1	['O2/F1']
117	,	,	,	['PUNCT']
118	and	and	CC	['Z5']
119	continue	continue	VB	['T2++']
120	cooking	cook	VBG	['F1']
121	until	until	CS	['Z5']
122	the	the	AT	['Z5']
123	topping	topping	VBG	['F1', 'A11.1++', 'N5++', 'A5.1++', 'A1.1.1', 'L1-']
124	is	be	VBZ	['A3+', 'Z5']
125	golden	golden	JJ	['O4.3', 'A11.1+', 'A5.1+']
126	brown	brown	JJ	['O4.3']
127	and	and	CC	['Z5']
128	the	the	AT	['Z5']
129	fish	fish	NN	['L2mfnc', 'F1']
130	flakes	flake	NN2	['A1.1.1']
131	easily	easily	RR	['A12+']
132	,	,	,	['PUNCT']
133	to	to	II	['Z5']
134	more	more	DAR	['A13.3', 'N6++']
135	minutes	minute	NNT2	['T1.3', 'Q1.2']
136	.	.	.	['PUNCT']
1	Preheat	preheat	VV0	['Z99']
2	oven	oven	NN1	['O2/F1']
3	to	to	II	['Z5']
4	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
5	F	F	ZZ1	['Z5']
6	(	(	(	['PUNCT']
7	degrees	degree	NN2	['A13.1', 'N3.1', 'N3.2', 'N5', 'P1']
8	C	C	ZZ1	['Z5', 'K2', 'P1/A5.1', 'Y2', 'O4.6']
9	)	)	)	['PUNCT']
10	.	.	.	['PUNCT']
11	Cook	cook	VB	['F1']
12	and	and	CC	['Z5']
13	stir	stir	VB	['A1.1.1', 'M1']
14	ground	ground	NN1	['M6', 'W3', 'M7', 'O3', 'X2.1']
15	beef	beef	NN1	['F1']
16	with	with	IW	['Z5']
17	onion	onion	NN1	['F1']
18	in	in	II	['Z5']
19	a	a	AT1	['Z5']
20	skillet	skillet	NN1	['Z99']
21	over	over	II	['Z5']
22	medium	medium	JJ	['N3.2', 'N3.1']
23	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
24	until	until	CS	['Z5']
25	meat	meat	NN1	['F1', 'A4.2+']
26	is	be	VBZ	['A3+', 'Z5']
27	crumbly	crumbly	JJ	['O4.1']
28	and	and	CC	['Z5']
29	no	no	RR21	['T2-']
30	longer	long	RR22	['T2-']
31	pink	pink	JJ	['O4.3']
32	,	,	,	['PUNCT']
33	about	about	II	['Z5']
34	minutes	minute	NNT2	['T1.3', 'Q1.2']
35	.	.	.	['PUNCT']
36	Drain	drain	VV0	['B4/H2']
37	grease	grease	NN1	['O1', 'B1', 'F1']
38	.	.	.	['PUNCT']
39	Stir	stir	VB	['A1.1.1', 'M1']
40	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
41	Cheddar	Cheddar	NP1	['T1.3']
42	cheese	cheese	NN1	['T1.3']
43	,	,	,	['PUNCT']
44	sour	sour	JJ	['X3.1', 'S1.2.1-']
45	cream	cream	NN1	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
46	,	,	,	['PUNCT']
47	parsley	parsley	NN1	['F1', 'L3']
48	,	,	,	['PUNCT']
49	taco	taco	NN1	['F1']
50	seasoning	seasoning	NN1	['F1']
51	,	,	,	['PUNCT']
52	oregano	oregano	NN1	['L3', 'F1']
53	,	,	,	['PUNCT']
54	and	and	CC	['Z5']
55	black	black	JJ	['F1']
56	pepper	pepper	NN1	['F1']
57	into	into	II	['Z5']
58	the	the	AT	['Z5']
59	ground	ground	NN1	['M6', 'W3', 'M7', 'O3', 'X2.1']
60	beef	beef	NN1	['F1']
61	until	until	CS	['Z5']
62	cheese	cheese	NN1	['F1']
63	has	have	VBZ	['A9+', 'Z5', 'A2.2', 'S4']
64	melted	melt	VBN	['O4.6']
65	.	.	.	['PUNCT']
66	Mix	mix	VB	['A2.1+', 'S1.1.3+', 'K3']
67	in	in	II	['Z5']
68	enchilada	enchilada	NN1	['F1']
69	sauce	sauce	NN1	['F1']
70	,	,	,	['PUNCT']
71	chili	chili	NN1	['Z99']
72	powder	powder	NN1	['O1.1', 'B4', 'G3']
73	,	,	,	['PUNCT']
74	garlic	garlic	NN1	['F1', 'L3']
75	,	,	,	['PUNCT']
76	and	and	CC	['Z5']
77	salt	salt	NN1	['F1', 'O1.1']
78	;	;	;	['PUNCT']
79	bring	bring	VB	['M2', 'A2.2']
80	to	to	II	['Z5']
81	a	a	AT1	['Z5']
82	simmer	simmer	VB	['F1']
83	,	,	,	['PUNCT']
84	reduce	reduce	VB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
85	heat	heat	NN1	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
86	to	to	II	['Z5']
87	low	low	JJ	['L2/Q2.1']
88	,	,	,	['PUNCT']
89	and	and	CC	['Z5']
90	simmer	simmer	VBP	['F1']
91	until	until	CS	['Z5']
92	meat	meat	NN1	['F1']
93	sauce	sauce	NN1	['F1']
94	is	be	VBZ	['A3+', 'Z5']
95	slightly	slightly	RR	['A13.6']
96	thickened	thicken	VBN	['O4.5', 'N5+']
97	,	,	,	['PUNCT']
98	about	about	II	['Z5']
99	minutes	minute	NNT2	['T1.3', 'Q1.2']
100	.	.	.	['PUNCT']
101	Lay	lay	VB	['M2', 'M1', 'L2', 'T2+', 'A1.1.1']
102	a	a	AT1	['Z5']
103	tortilla	tortilla	NN1	['F1']
104	onto	onto	II	['Z5']
105	a	a	AT1	['Z5']
106	work	work	NN1	['I3.1', 'A1.1.1', 'Q4', 'K2', 'C1']
107	surface	surface	NN1	['M6', 'O2', 'A10+']
108	and	and	CC	['Z5']
109	spoon	spoon	NN1	['A1.1.1']
110	about	about	II	['Z5']
111	/	/	FO	['Z99']
112	cup	cup	NN1	['O2', 'S7.3+', 'A5.1+/O2']
113	of	of	IO	['Z5']
114	meat	meat	NN1	['F1']
115	sauce	sauce	NN1	['F1']
116	down	down	II	['Z5']
117	the	the	AT	['Z5']
118	center	center	NN1	['Df/A5.1+++mfnc']
119	of	of	IO	['Df/A5.1+++mfnc']
120	the	the	AT	['Df/A5.1+++mfnc']
121	tortilla	tortilla	NN1	['Df/A5.1+++mfnc']
122	.	.	.	['PUNCT']
123	Top	top	JJ	['M6', 'N5.1+', 'A11.1+++', 'S7.1+++', 'N4', 'X9.1+++', 'A5.1+++']
124	meat	meat	NN1	['F1']
125	sauce	sauce	NN1	['F1']
126	with	with	IW	['Z5']
127	tablespoon	tablespoon	NN1	['O2/F1']
128	black	black	JJ	['O4.3', 'G2.2-', 'A5.1-', 'E4.1-', 'S5+']
129	beans	bean	NN2	['F1']
130	and	and	CC	['Z5']
131	a	a	AT1	['Z5']
132	sprinkling	sprinkling	NN1	['N5-']
133	of	of	IO	['Z5']
134	black	black	JJ	['O4.3', 'G2.2-', 'A5.1-', 'E4.1-', 'S5+']
135	olives	olive	NN2	['F1', 'L3', 'O4.3']
136	.	.	.	['PUNCT']
137	Roll	roll	VB	['M1', 'M2', 'A1.1.1']
138	the	the	AT	['Z5']
139	tortilla	tortilla	NN1	['F1']
140	up	up	RP	['Z5']
141	,	,	,	['PUNCT']
142	enclosing	enclose	VBG	['A1.8+', 'A10-']
143	the	the	AT	['Z5']
