Index	Text	POS CLAWS
84	reduce	VV0
85	the	AT
86	temperature	NN1
87	to	II
88	degrees	NN2
89	F	ZZ1
90	(	(
91	degrees	NN2
92	C	ZZ1
93	)	)
94	,	,
95	and	CC
96	continue	VV0
97	roasting	VVG
98	for	IF
99	an	AT1
100	additional	JJ
101	to	II
102	minutes	NNT2
103	.	.
104	The	AT
105	internal	JJ
106	temperature	NN1
107	of	IO
108	the	AT
109	roast	NN1
110	should	VM
111	be	VBI
112	at	II
113	degrees	NN2
114	F	ZZ1
115	(	(
116	degrees	NN2
117	C	ZZ1
118	)	)
119	for	IF
120	medium	JJ
121	rare	JJ
122	.	.
123	Allow	VV0
124	the	AT
125	roast	JJ
126	to	TO
127	rest	VVI
128	for	IF
129	or	CC
130	minutes	NNT2
131	before	II
132	carving	VVG
133	so	RR
134	the	AT
135	meat	NN1
136	can	VM
137	retain	VVI
138	its	APPGE
139	juices	NN2
140	.	.

1	Place	VV0
2	the	AT
3	chicken	NN1
4	breast	NN1
5	halves	VVZ
6	in	II
7	a	AT1
8	dish	NN1
9	with	IW
10	the	AT
11	/	FO
12	cups	NN2
13	of	IO
14	teriyaki	NN2
15	sauce	NN1
16	.	.
17	Cover	VV0
18	and	CC
19	refrigerate	JJ
20	hours	NNT2
21	or	CC
22	overnight	RT
23	.	.
24	Preheat	VV0
25	a	AT1
26	grill	NN1
27	for	IF
28	high	JJ
29	heat	NN1
30	.	.
31	Lightly	RR
32	oil	VV0
33	the	AT
34	grill	NN1
35	grate	NN1
36	.	.
37	Place	VV0
38	chicken	NN1
39	breasts	NN2
40	on	II
41	grill	NN1
42	,	,
43	and	CC
44	discard	VV0
45	marinade	NN1
46	.	.
47	Cook	VV0
48	for	IF
49	minutes	NNT2
50	per	II
51	side	NN1
52	,	,
53	or	CC
54	until	CS
55	juices	NN2
56	run	VV0
57	clear	JJ
58	.	.
59	Brush	VV0
60	with	IW
61	the	AT
62	remaining	JJ
63	teriyaki	NN2
64	sauce	NN1
65	during	II
66	the	AT
67	last	MD
68	minutes	NNT2
69	.	.
70	When	CS
71	almost	RR
72	done	VDN
73	,	,
74	place	VV0
75	one	MC1
76	pineapple	NN1
77	ring	NN1
78	on	II31
79	top	II32
80	of	II33
81	each	DD1
82	breast	NN1
83	,	,
84	and	CC
85	brush	VV0
86	with	IW
87	melted	JJ
88	butter	NN1
89	.	.
90	In	II
91	a	AT1
92	small	JJ
93	saucepan	NN1
94	over	II
95	medium	JJ
96	heat	NN1
97	,	,
98	mix	VV0
99	the	AT
100	brown	JJ
101	sugar	NN1
102	,	,
103	soy	JJ
104	sauce	NN1
105	,	,
106	pineapple	NN1
107	juice	NN1
108	,	,
109	and	CC
110	Worcestershire	NP1
111	sauce	NN1
112	.	.
113	Cook	NP1
114	,	,
115	stirring	VVG
116	occasionally	RR
117	,	,
118	until	CS
119	sugar	NN1
120	is	VBZ
121	dissolved	VVN
122	.	.
123	Serve	VV0
124	with	IW
125	chicken	NN1
126	for	IF
127	dipping	VVG
128	!	!

1	Preheat	VV0
2	grill	NN1
3	for	IF
4	high	JJ
5	heat	NN1
6	.	.
7	In	II
8	a	AT1
9	medium	JJ
10	bowl	NN1
11	,	,
12	mix	VV0
13	together	RL
14	brown	JJ
15	sugar	NN1
16	,	,
17	vinegar	NN1
18	,	,
19	vegetable	NN1
20	oil	NN1
21	,	,
22	and	CC
23	mustard	NN1
24	.	.
25	Thread	VV0
26	ham	NN1
27	and	CC
28	pineapple	NN1
29	chunks	NN2
30	alternately	RR
31	onto	II
32	skewers	NN2
33	.	.
34	Lightly	RR
35	oil	NN1
36	grill	NN1
37	grate	NN1
38	.	.
39	Place	VV0
40	skewers	NN2
41	on	II
42	the	AT
43	prepared	JJ
44	grill	NN1
45	,	,
46	and	CC
47	brush	VV0
48	liberally	RR
49	with	IW
50	the	AT
51	brown	JJ
52	sugar	NN1
53	mixture	NN1
54	.	.
55	Cook	VV0
56	for	IF
57	to	II
58	minutes	NNT2
59	,	,
60	turning	VVG
61	frequently	RR
62	and	CC
63	basting	VVG
64	often	RR
65	.	.
66	Serve	VV0
67	when	CS
68	heated	VVN
69	through	RP
70	and	CC
71	richly	RR
72	glazed	VVN
73	.	.

1	Place	VV0
2	roast	NN1
3	in	II
4	a	AT1
5	slow	JJ
6	cooker	NN1
7	.	.
8	Form	VV0
9	a	AT1
10	pocket	NN1
11	in	II
12	the	AT
13	top	NN1
14	of	IO
15	roast	NN1
16	and	CC
17	place	VV0
18	butter	NN1
19	,	,
20	pepperoncini	NN2
21	peppers	NN2
22	,	,
23	ranch	NN1
24	dressing	VVG
25	mix	NN1
26	,	,
27	and	CC
28	au	NNU
29	jus	NN1
30	mix	NN1
31	in	II
32	the	AT
33	pocket	NN1
34	.	.
35	Cook	VV0
36	on	II
37	Low	NP1
38	for	IF
39	hours	NNT2
40	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	C	ZZ1
8	)	)
9	.	.
10	Place	VV0
11	bacon	NN1
12	and	CC
13	ground	NN1
14	beef	NN1
15	in	II
16	a	AT1
17	large	JJ
18	,	,
19	deep	JJ
20	skillet	NN1
21	.	.
22	Cook	VV0
23	over	RP
24	medium	JJ
25	high	JJ
26	heat	NN1
27	until	CS
28	evenly	RR
29	brown	JJ
30	.	.
31	Drain	VV0
32	and	CC
33	set	VV0
34	aside	RL
35	.	.
36	In	II
37	a	AT1
38	four	MC
39	quart	NNU1
40	casserole	NN1
41	dish	NN1
42	,	,
43	mix	VV0
44	together	RL
45	the	AT
46	bacon	NN1
47	,	,
48	ground	NN1
49	beef	NN1
50	,	,
51	pork	NN1
52	and	CC
53	beans	NN2
54	,	,
55	kidney	NN1
56	beans	NN2
57	,	,
58	butter	NN1
59	beans	NN2
60	,	,
61	lima	NN1
62	beans	NN2
63	,	,
64	ketchup	NN1
65	,	,
66	onion	NN1
67	,	,
68	vinegar	NN1
69	,	,
70	dry	JJ
71	mustard	NN1
72	and	CC
73	celery	NN1
74	.	.
75	Cover	VV0
76	and	CC
77	bake	VV0
78	for	IF
79	hour	NNT1
80	.	.

1	Bring	VV0
2	a	AT1
3	large	JJ
4	pot	NN1
5	of	IO
6	lightly	RR
7	salted	JJ
8	water	NN1
9	to	II
10	a	AT1
11	boil	NN1
12	.	.
13	Add	VV0
14	pasta	NN1
15	and	CC
16	cook	VV0
17	for	IF
18	to	II
19	minutes	NNT2
20	or	CC
21	until	CS
22	al	RR21
23	dente	RR22
24	;	;
25	drain	VV0
26	.	.
27	Meanwhile	RR
28	,	,
29	melt	VV0
30	butter	NN1
31	together	RL
32	with	IW
33	the	AT
34	olive	JJ
35	oil	NN1
36	in	II
37	a	AT1
38	saucepan	NN1
39	over	II
40	medium	JJ
41	heat	NN1
42	.	.
43	Stir	VV0
44	in	II
45	onion	NN1
46	,	,
47	and	CC
48	cook	VV0
49	until	CS
50	softened	VVN
51	and	CC
52	translucent	JJ
53	,	,
54	about	II
55	minutes	NNT2
56	.	.
57	Stir	VV0
58	in	II
59	garlic	NN1
60	,	,
61	red	JJ
62	pepper	NN1
63	,	,
64	and	CC
65	mushroom	NN1
66	;	;
67	cook	VV0
68	over	RP
69	medium-high	JJ
70	heat	NN1
71	until	CS
72	soft	JJ
73	,	,
74	about	II
75	minutes	NNT2
76	more	RRR
77	.	.
78	Stir	VV0
79	in	II
80	the	AT
81	shrimp	NN1
82	,	,
83	and	CC
84	cook	VV0
85	until	CS
86	firm	JJ
87	and	CC
88	pink	JJ
89	,	,
90	then	RT
91	pour	VV0
92	in	II
93	Alfredo	NP1
94	sauce	NN1
95	,	,
96	Romano	NP1
97	cheese	NN1
98	,	,
99	and	CC
100	cream	NN1
101	;	;
102	bring	VV0
103	to	II
104	a	AT1
105	simmer	VV0
106	stirring	VVG
107	constantly	RR
108	until	CS
109	thickened	VVN
110	,	,
111	about	II
112	minutes	NNT2
113	.	.
114	Season	NNT1
115	with	IW
116	cayenne	NN1
117	,	,
118	salt	NN1
119	,	,
120	and	CC
121	pepper	NN1
122	to	TO
123	taste	VVI
124	.	.
125	Stir	VV0
126	drained	JJ
127	pasta	NN1
128	into	II
129	the	AT
130	sauce	NN1
131	,	,
132	and	CC
133	serve	VV0
134	sprinkled	VVN
135	with	IW
136	chopped	JJ
137	parsley	NN1
138	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	In	II
12	a	AT1
13	large	JJ
14	mixing	NN1
15	bowl	NN1
16	,	,
17	combine	VV0
18	ground	NN1
19	meat	NN1
20	,	,
21	minced	JJ
22	mushrooms	NN2
23	,	,
24	bread	NN1
25	crumbs	NN2
26	,	,
27	onion	NN1
28	,	,
29	ketchup	NN1
30	,	,
31	eggs	NN2
32	,	,
33	and	CC
34	salt	NN1
35	and	CC
36	pepper	NN1
37	.	.
38	Mix	VV0
39	well	RR
40	.	.
41	Spread	VV0
42	/	FO
43	of	IO
44	the	AT
45	mixture	NN1
46	into	II
47	the	AT
48	bottom	NN1
49	of	IO
50	a	AT1
51	loaf	NN1
52	pan	NN1
53	.	.
54	Arrange	VV0
55	whole	JJ
56	mushrooms	NN2
57	stem	VV0
58	down	RP
59	into	II
60	meat	NN1
61	.	.
62	Top	NN1
63	with	IW
64	rest	NN1
65	of	IO
66	meat	NN1
67	,	,
68	patting	VVG
69	to	TO
70	combine	VVI
71	both	DB2
72	halves	NN2
73	.	.
74	Bake	VV0
75	for	IF
76	hour	NNT1
77	and	CC
78	minutes	NNT2
79	,	,
80	or	CC
81	until	CS
82	done	VDN
83	.	.
84	Internal	JJ
85	temperature	NN1
86	should	VM
87	measure	VVI
88	degrees	NN2
89	F	ZZ1
90	(	(
91	degrees	NN2
92	C	ZZ1
93	)	)
94	when	RRQ
95	done	VDN
96	.	.

1	Heat	VV0
2	the	AT
3	butter	NN1
4	and	CC
5	olive	JJ
6	oil	NN1
7	in	II
8	a	AT1
9	large	JJ
10	skillet	NN1
11	over	II
12	medium	JJ
13	heat	NN1
14	.	.
15	Place	VV0
16	salmon	NN
17	in	II
18	the	AT
19	skillet	NN1
20	,	,
21	and	CC
22	season	NNT1
23	with	IW
24	garlic	NN1
25	,	,
26	lemon	NN1
27	pepper	NN1
28	and	CC
29	salt	NN1
30	.	.
31	Pour	VV0
32	/	FO
33	cup	NN1
34	water	NN1
35	around	II
36	salmon	NN
37	.	.
38	Place	VV0
39	tomatoes	NN2
40	and	CC
41	cilantro	NN1
42	in	II
43	the	AT
44	skillet	NN1
45	.	.
46	Cover	VV0
47	,	,
48	and	CC
49	cook	NN1
50	minutes	NNT2
51	,	,
52	or	CC
53	until	CS
54	fish	NN
55	is	VBZ
56	easily	RR
57	flaked	VVN
58	with	IW
59	a	AT1
60	fork	NN1
61	.	.
62	Bring	VV0
63	cups	NN2
64	water	NN1
65	to	TO
66	boil	VVI
67	in	II
68	a	AT1
69	pot	NN1
70	.	.
71	Remove	VV0
72	form	NN1
73	heat	NN1
74	,	,
75	and	CC
76	mix	VV0
77	in	II
78	couscous	JJ
79	.	.
80	Cover	VV0
81	,	,
82	and	CC
83	let	VV0
84	sit	NN1
85	minutes	NNT2
86	.	.
87	Serve	VV0
88	the	AT
89	cooked	JJ
90	salmon	NN
91	over	II
92	couscous	JJ
93	,	,
94	and	CC
95	drizzle	NN1
96	with	IW
97	sauce	NN1
98	from	II
99	skillet	NN1
100	.	.

1	Place	VV0
2	beef	NN1
3	chuck	VV0
4	roast	NN1
5	into	II
6	a	AT1
7	slow	JJ
8	cooker	NN1
9	and	CC
10	scatter	VV0
11	onion	NN1
12	quarters	NN2
13	around	II
14	the	AT
15	meat	NN1
16	.	.
17	Pour	VV0
18	the	AT
19	beef	NN1
20	broth	NN1
21	over	II
22	the	AT
23	meat	NN1
24	and	CC
25	sprinkle	VV0
26	the	AT
27	au	NNU
28	jus	NN1
29	mix	NN1
30	,	,
31	Italian	JJ
32	salad	NN1
33	dressing	VVG
34	mix	NN1
35	,	,
36	salt	NN1
37	,	,
38	and	CC
39	black	JJ
40	pepper	NN1
41	over	II
42	the	AT
43	roast	NN1
44	.	.
45	Cover	VV0
46	cooker	NN1
47	,	,
48	set	VVN
49	on	II
50	Low	NP1
51	,	,
52	and	CC
53	cook	VV0
54	until	CS
55	meat	NN1
56	is	VBZ
57	very	RG
58	tender	JJ
59	,	,
60	to	II
61	hours	NNT2
62	.	.

1	Preheat	VV0
2	oven	NN1
3	to	II
4	degrees	NN2
5	F	ZZ1
6	(	(
7	degrees	NN2
8	C	ZZ1
9	)	)
10	.	.
11	Spray	VV0
12	a	AT1
13	baking	NN1
14	dish	NN1
15	with	IW
16	cooking	VVG
17	spray	NN1
18	.	.
19	Whisk	VV0
20	egg	NN1
21	in	II
22	a	AT1
23	shallow	JJ
24	bowl	NN1
25	.	.
26	Mix	VV0
27	Parmesan	JJ
28	cheese	NN1
29	and	CC
30	Cajun	NP1
31	seasoning	NN1
32	together	RL
33	on	II
34	a	AT1
35	plate	NN1
36	.	.
37	Dip	VV0
38	each	DD1
39	pork	NN1
40	chop	NN1
41	into	II
42	egg	NN1
43	.	.
44	Press	VV0
45	into	II
46	Parmesan	JJ
47	mixture	NN1
48	until	CS
49	coated	VVN
50	on	II
51	both	DB2
52	sides	NN2
53	.	.
54	Place	VV0
55	in	II
56	the	AT
57	prepared	JJ
58	baking	NN1
59	dish	NN1
60	.	.
61	Bake	VV0
62	in	II
63	the	AT
64	preheated	JJ
65	oven	NN1
66	until	CS
67	golden	JJ
68	and	CC
69	an	AT1
70	instant-read	JJ
71	thermometer	NN1
72	inserted	VVN
73	into	II
74	the	AT
75	center	NN1
76	reads	VVZ
77	at	RR21
78	least	RR22
79	degrees	NN2
80	F	ZZ1
81	(	(
82	degrees	NN2
83	C	ZZ1
84	)	)
85	,	,
86	to	II
87	minutes	NNT2
88	.	.

1	Remove	VV0
2	the	AT
3	tenderloin	NN1
4	from	II
5	each	DD1
6	chicken	NN1
7	breast	NN1
8	half	NN1
9	.	.
10	Fillet	VV0
11	each	DD1
12	chicken	NN1
13	breast	NN1
14	half	NN1
15	into	II
16	slices	NN2
17	.	.
18	Pound	VV0
19	each	DD1
20	piece	NN1
21	of	IO
22	chicken	NN1
23	,	,
24	including	II
25	the	AT
26	tenderloins	NN2
27	,	,
28	to	II
29	/	FO
30	inch	NNU1
31	thickness	NN1
32	.	.
33	Place	VV0
34	chicken	NN1
35	in	II
36	a	AT1
37	bowl	NN1
38	and	CC
39	pour	VV0
40	in	II
41	enough	DD
42	milk	NN1
43	to	TO
44	completely	RR
45	cover	VVI
46	chicken	NN1
47	;	;
48	soak	VV0
49	for	IF
50	minutes	NNT2
51	.	.
52	Mix	VV0
53	bread	NN1
54	crumbs	NN2
55	,	,
56	Pecorino	NP1
57	Romano	NP1
58	cheese	NN1
59	,	,
60	and	CC
61	parsley	NN1
62	together	RL
63	in	II
64	a	AT1
65	bowl	NN1
66	.	.
67	Remove	VV0
68	chicken	NN1
69	from	II
70	milk	NN1
71	and	CC
72	dredge	VV0
73	through	II
74	bread	NN1
75	crumb	NN1
76	mixture	NN1
77	until	CS
78	each	DD1
79	piece	NN1
80	is	VBZ
81	evenly	RR
82	coated	VVN
83	.	.
84	Heat	VV0
85	olive	JJ
86	oil	NN1
87	in	II
88	a	AT1
89	large	JJ
90	skillet	NN1
91	over	II
92	medium	JJ
93	heat	NN1
94	;	;
95	cook	VV0
96	chicken	NN1
97	in	II
98	the	AT
99	hot	JJ
100	oil	NN1
101	until	CS
102	lightly	RR
103	browned	VVD
104	,	,
105	to	II
106	minutes	NNT2
107	per	II
108	side	NN1
109	.	.
110	Preheat	VV0
111	oven	NN1
112	to	II
113	degrees	NN2
114	F	ZZ1
115	(	(
116	degrees	NN2
117	C	ZZ1
118	)	)
119	.	.
120	Lightly	RR
121	butter	VV0
122	a	AT1
123	baking	NN1
124	dish	NN1
125	.	.
126	Transfer	VV0
127	chicken	NN1
128	to	II
129	the	AT
130	prepared	JJ
131	baking	NN1
132	dish	NN1
133	,	,
134	reserving	JJ
135	tablespoon	NN1
136	olive	NN1
137	oil	NN1
138	in	II
139	the	AT
140	skillet	NN1
141	.	.
142	Sprinkle	VV0
143	salt	NN1
144	and	CC
145	pepper	NN1
146	over	II
147	chicken	NN1
148	.	.
149	Place	VV0
150	slice	NN1
151	lemon	NN1
152	onto	II
153	each	DD1
154	chicken	NN1
155	piece	NN1
156	.	.
157	Pour	VV0
158	wine	NN1
159	into	II
160	the	AT
161	skillet	NN1
162	with	IW
163	reserved	JJ
164	olive	JJ
165	oil	NN1
166	;	;
167	bring	VV0
168	to	II
169	a	AT1
170	boil	NN1
171	while	CS
172	scraping	VVG
173	the	AT
174	browned	JJ
175	bits	NN2
176	of	IO
177	food	NN1
178	off	II21
179	of	II22
180	the	AT
181	bottom	NN1
182	of	IO
183	the	AT
184	pan	NN1
185	with	IW
186	a	AT1
187	wooden	JJ
188	spoon	NN1
189	.	.
190	Add	VV0
191	chicken	NN1
192	broth	NN1
193	and	CC
194	lemon	NN1
195	juice	NN1
196	and	CC
197	boil	VV0
198	until	CS
199	reduced	VVN
200	by	II
201	half	DB
202	,	,
203	to	II
204	minutes	NNT2
205	.	.
206	Pour	VV0
207	wine	NN1
208	mixture	NN1
209	over	II
210	chicken	NN1
211	and	CC
212	drizzle	NN1
213	brandied	VVD
214	orange	JJ
215	liqueur	NN1
216	over	II
217	each	DD1
218	.	.
219	Bake	VV0
220	in	II
221	the	AT
222	preheated	JJ
223	oven	NN1
224	until	CS
225	chicken	NN1
226	is	VBZ
227	no	RR21
228	longer	RR22
229	pink	JJ
230	in	II
231	the	AT
232	center	NN1
233	and	CC
234	sauce	NN1
235	is	VBZ
236	bubbling	JJ
237	,	,
238	to	II
239	minutes	NNT2
240	.	.

1	In	II
2	a	AT1
3	blender	NN1
4	or	CC
5	food	NN1
6	processor	NN1
7	,	,
8	process	VV0
9	the	AT
10	olive	JJ
11	oil	NN1
12	,	,
13	sesame	VV0
14	oil	NN1
15	,	,
16	lemon	NN1
17	juice	NN1
18	,	,
19	onion	NN1
20	,	,
21	garlic	NN1
22	,	,
23	ginger	NN1
24	,	,
25	cilantro	NN1
26	,	,
27	paprika	NN1
28	,	,
29	salt	NN1
30	,	,
31	and	CC
32	pepper	NN1
33	until	CS
34	smooth	JJ
35	.	.
36	Reserve	VV0
37	a	AT1
38	small	JJ
39	amount	NN1
40	for	IF
41	basting	NN1
42	.	.
43	Pour	VV0
44	the	AT
45	remaining	JJ
46	mixture	NN1
47	into	II
48	a	AT1
49	dish	NN1
50	,	,
51	add	VV0
52	shrimp	NN1
53	,	,
54	and	CC
55	stir	VV0
56	to	TO
57	coat	VVI
58	.	.
59	Cover	VV0
60	,	,
61	and	CC
62	refrigerate	VVI
63	for	IF
64	hours	NNT2
65	.	.
66	Preheat	VV0
67	grill	NN1
68	for	IF
69	medium	JJ
70	heat	NN1
71	.	.
72	Thread	VV0
73	shrimp	NN1
74	onto	II
75	skewers	NN2
76	,	,
77	piercing	VVG
78	once	RR
79	near	II
80	the	AT
81	tail	NN1
82	and	CC
83	once	RR
84	near	II
85	the	AT
86	head	NN1
87	.	.
88	Discard	VV0
89	marinade	NN1
90	.	.
91	Lightly	RR
92	oil	NN1
93	grill	NN1
94	grate	NN1
95	.	.
96	Grill	NN1
97	shrimp	NN1
98	for	IF
99	to	II
100	minutes	NNT2
101	per	II
102	side	NN1
103	,	,
104	or	CC
105	until	CS
106	opaque	JJ
107	.	.
108	Baste	VV0
109	with	IW
110	reserved	JJ
111	sauce	NN1
112	while	CS
113	cooking	VVG
114	.	.

1	Bring	VV0
2	a	AT1
3	large	JJ
4	pot	NN1
5	of	IO
6	lightly	RR
7	salted	JJ
8	water	NN1
9	to	II
10	a	AT1
11	boil	NN1
12	.	.
13	Add	VV0
14	pasta	NN1
15	and	CC
16	cook	VV0
17	for	IF
18	to	II
19	minutes	NNT2
20	or	CC
21	until	CS
22	al	RR21
23	dente	RR22
24	;	;
25	drain	VV0
26	.	.
27	In	II
28	a	AT1
29	large	JJ
30	skillet	NN1
31	add	VV0
32	the	AT
33	olive	JJ
34	oil	NN1
35	and	CC
36	butter	NN1
37	.	.
38	Heat	NN1
39	until	CS
40	butter	NN1
41	is	VBZ
42	melted	VVN
43	.	.
44	Add	VV0
45	the	AT
46	garlic	NN1
47	and	CC
48	saute	VV0
49	until	CS
50	tender	JJ
51	.	.
52	Add	VV0
53	the	AT
54	scallops	NN2
55	and	CC
56	shrimp	NN1
57	.	.
58	Cook	VV0
59	until	CS
60	shrimp	NN1
61	is	VBZ
62	pink	JJ
63	,	,
64	about	II
65	minutes	NNT2
66	.	.
67	Add	VV0
68	clam	NN1
69	juice	NN1
70	,	,
71	salt	NN1
72	and	CC
73	pepper	NN1
74	.	.
75	Cook	VV0
76	for	IF
77	minutes	NNT2
78	more	RRR
79	.	.
80	To	II
81	the	AT
82	cooked	JJ
83	pasta	NN1
84	add	VV0
85	the	AT
86	tomatoes	NN2
87	,	,
88	parsley	NN1
89	and	CC
90	lemon	NN1
91	zest	NN1
92	,	,
93	toss	VV0
94	.	.
95	Pour	VV0
96	seafood	NN1
97	mixture	NN1
98	over	II
99	the	AT
100	linguini	NN2
101	,	,
102	serve	VV0
103	immediately	RR
104	.	.

1	Whisk	VV0
2	together	RL
3	the	AT
4	olive	JJ
5	oil	NN1
6	,	,
7	soy	JJ
8	sauce	NN1
9	,	,
10	lemon	NN1
11	juice	NN1
12	,	,
13	garlic	NN1
14	,	,
15	red	JJ
16	pepper	NN1
17	flakes	NN2
18	,	,
19	black	JJ
20	pepper	NN1
21	,	,
22	ginger	NN1
23	,	,
24	green	JJ
25	onion	NN1
26	,	,
27	and	CC
28	salt	NN1
29	in	II
30	a	AT1
31	bowl	NN1
32	.	.
33	Add	VV0
34	the	AT
35	mahi	NN2
36	mahi	NN2
37	and	CC
38	toss	VV0
39	to	TO
40	evenly	RR
41	coat	VVI
42	.	.
43	Cover	VV0
44	the	AT
45	bowl	NN1
46	with	IW
47	plastic	NN1
48	wrap	NN1
49	,	,
50	and	CC
51	marinate	VV0
52	in	II
53	the	AT
54	refrigerator	NN1
55	for	IF
56	hour	NNT1
57	.	.
58	Preheat	VV0
59	the	AT
60	ovens	NN2
61	broiler	NN1
62	and	CC
63	set	VV0
64	the	AT
65	oven	NN1
66	rack	NN1
67	in	II
68	the	AT
69	middle	NN1
70	of	IO
71	the	AT
72	oven	NN1
73	.	.
74	Bring	VV0
75	the	AT
76	rice	NN1
77	,	,
78	water	NN1
79	,	,
80	chicken	NN1
81	bouillon	NN1
82	,	,
83	and	CC
84	tablespoon	NN1
85	butter	NN1
86	to	II
87	a	AT1
88	boil	NN1
89	in	II
90	a	AT1
91	saucepan	NN1
92	over	II
93	high	JJ
94	heat	NN1
95	.	.
96	Reduce	VV0
97	heat	NN1
98	to	II
99	medium-low	JJ
100	,	,
101	cover	VV0
102	,	,
103	and	CC
104	simmer	VV0
105	until	CS
106	the	AT
107	liquid	NN1
108	has	VHZ
109	been	VBN
110	absorbed	VVN
111	,	,
112	about	II
113	minutes	NNT2
114	.	.
115	Pour	VV0
116	in	II
117	the	AT
118	coconut	NN1
119	milk	NN1
120	and	CC
121	tablespoons	NN2
122	of	IO
123	sugar	NN1
124	.	.
125	Stir	VV0
126	,	,
127	and	CC
128	simmer	VV0
129	uncovered	JJ
130	until	CS
131	the	AT
132	rice	NN1
133	has	VHZ
134	absorbed	VVN
135	most	DAT
136	of	IO
137	the	AT
138	coconut	NN1
139	milk	NN1
140	.	.
141	While	CS
142	the	AT
143	rice	NN1
144	is	VBZ
145	cooking	VVG
146	,	,
147	remove	VV0
148	the	AT
149	mahi	NN2
150	mahi	NN2
151	from	II
152	the	AT
153	marinade	NN1
154	,	,
155	and	CC
156	shake	VV0
157	off	RP
158	excess	NN1
159	.	.
160	Discard	VV0
161	the	AT
162	remaining	JJ
163	marinade	NN1
164	.	.
165	Place	VV0
166	fish	NN
167	in	II
168	a	AT1
169	large	JJ
170	baking	NN1
171	dish	NN1
172	in	II
173	a	AT1
174	single	JJ
175	layer	NN1
176	.	.
177	Broil	VV0
178	in	II
179	the	AT
180	preheated	JJ
181	oven	NN1
182	until	CS
183	the	AT
184	fish	NN
185	flakes	NN2
186	easily	RR
187	with	IW
188	a	AT1
189	fork	NN1
190	,	,
191	to	II
192	minutes	NNT2
193	.	.
194	If	CS
195	the	AT
196	fish	NN
197	browns	NN2
198	too	RG
199	quickly	RR
200	,	,
201	cover	VV0
202	the	AT
203	baking	NN1
204	dish	NN1
205	with	IW
206	a	AT1
207	sheet	NN1
208	of	IO
209	aluminum	NN1
210	foil	NN1
211	.	.
212	Melt	VV0
213	/	FO
214	teaspoons	NN2
215	butter	NN1
216	and	CC
217	/	FO
218	tablespoons	NN2
219	of	IO
220	sugar	NN1
221	in	II
222	a	AT1
223	skillet	NN1
224	over	II
225	medium-high	JJ
226	heat	NN1
227	.	.
228	When	CS
229	the	AT
230	mixture	NN1
231	begins	VVZ
232	to	TO
233	bubble	VVI
234	,	,
235	stir	VV0
236	in	II
237	mango	NN1
238	cubes	NN2
239	.	.
240	Cook	NP1
241	and	CC
242	stir	VV0
243	until	CS
244	mango	NN1
245	is	VBZ
246	tender	JJ
247	,	,
248	about	II
249	minutes	NNT2
250	.	.
251	Serve	VV0
252	by	II
253	placing	VVG
254	a	AT1
255	mahi	NN2
256	mahi	NN2
257	fillet	VV0
258	over	RP
259	a	AT1
260	scoop	NN1
261	of	IO
262	hot	JJ
263	rice	NN1
264	and	CC
265	top	NN1
266	with	IW
267	the	AT
268	mango	NN1
269	salsa	NN1
270	.	.

1	Combine	VV0
2	ground	NN1
3	beef	NN1
4	,	,
5	Worcestershire	NP1
6	sauce	NN1
7	,	,
8	garlic	NN1
9	salt	NN1
10	,	,
11	and	CC
12	pepper	NN1
13	in	II
14	a	AT1
15	large	JJ
16	bowl	NN1
17	;	;
18	mix	VV0
19	well	RR
20	.	.
21	Form	VV0
22	,	,
23	thin	JJ
24	patties	NN2
25	from	II
26	the	AT
27	beef	NN1
28	.	.
29	Each	DD1
30	patty	NN1
31	should	VM
32	be	VBI
33	slightly	RR
34	larger	JJR
35	than	CSN
36	a	AT1
37	slice	NN1
38	of	IO
39	cheese	NN1
40	.	.
41	Cut	VV0
42	each	DD1
43	slice	NN1
44	of	IO
45	American	JJ
46	cheese	NN1
47	into	II
48	equal	JJ
49	pieces	NN2
50	;	;
51	stack	VV0
52	the	AT
53	pieces	NN2
54	.	.
55	Sandwich	VV0
56	one	MC1
57	stack	NN1
58	of	IO
59	cheese	NN1
60	between	II
61	ground	NN1
62	beef	NN1
63	patties	NN2
64	.	.
65	Tightly	RR
66	pinch	VV0
67	edges	NN2
68	together	RL
69	tightly	RR
70	seal	VV0
71	the	AT
72	cheese	NN1
73	within	II
74	the	AT
75	meat	NN1
76	.	.
77	Repeat	VV0
78	with	IW
79	the	AT
80	remaining	JJ
81	cheese	NN1
82	and	CC
83	patties	NN2
84	.	.
85	Preheat	VV0
86	a	AT1
87	cast-iron	NN1
88	or	CC
89	other	JJ
90	heavy	JJ
91	bottomed	VVD
92	skillet	NN1
93	over	II
94	medium	JJ
95	heat	NN1
96	.	.
97	Cook	VV0
98	burgers	NN2
99	until	CS
100	well	RR
101	browned	VVD
102	,	,
103	about	II
104	minutes	NNT2
105	.	.
106	It	PPH1
107	is	VBZ
108	common	JJ
109	for	IF
110	burgers	NN2
111	to	TO
112	puff	VVI
113	up	RP
114	due	II21
115	to	II22
116	steam	NN1
117	from	II
118	the	AT
