Index	Text	Lemma	POS	USAS Tags
57	with	with	ADP	['Z5']
58	/	/	SYM	['Z99']
59	the	the	DET	['Z5']
60	seasoned	seasoned	ADJ	['T3+/A2.1', 'X9.1+', 'F1']
61	salt	salt	NOUN	['F1', 'O1.1']
62	,	,	PUNCT	['PUNCT']
63	pepper	pepper	NOUN	['F1']
64	,	,	PUNCT	['PUNCT']
65	and	and	CCONJ	['Z5']
66	garlic	garlic	ADJ	['F1', 'L3']
67	powder	powder	NOUN	['O1.1', 'B4', 'G3']
68	;	;	PUNCT	['PUNCT']
69	set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
70	aside	aside	ADV	['M6', 'A10-', 'A9+']
71	for	for	ADP	['Z5']
72	minutes	minute	NOUN	['T1.3', 'Q1.2']
73	.	.	PUNCT	['PUNCT']
74	Turn	turn	VERB	['M2', 'M1', 'O4.4', 'A1.1.1', 'A2.1+', 'O4.2-']
75	steaks	steak	VERB	['F1']
76	over	over	ADP	['Z5']
77	,	,	PUNCT	['PUNCT']
78	sprinkle	sprinkle	VERB	['A1.1.1']
79	with	with	ADP	['Z5']
80	remaining	remain	VERB	['T2++', 'M8', 'N5.2+']
81	seasoned	seasoned	ADJ	['T3+/A2.1', 'X9.1+', 'F1']
82	salt	salt	NOUN	['F1', 'O1.1']
83	,	,	PUNCT	['PUNCT']
84	pepper	pepper	NOUN	['F1']
85	,	,	PUNCT	['PUNCT']
86	and	and	CCONJ	['Z5']
87	garlic	garlic	ADJ	['F1', 'L3']
88	powder	powder	NOUN	['O1.1', 'B4', 'G3']
89	,	,	PUNCT	['PUNCT']
90	and	and	CCONJ	['Z5']
91	continue	continue	VERB	['T2++']
92	marinating	marinate	VERB	['F1']
93	for	for	ADP	['Z5']
94	more	more	ADJ	['A13.3', 'N6++']
95	minutes	minute	NOUN	['T1.3', 'Q1.2']
96	.	.	PUNCT	['PUNCT']
97	Remove	remove	VERB	['M2']
98	steaks	steak	NOUN	['F1']
99	from	from	ADP	['Z5']
100	marinade	marinade	NOUN	['Z99']
101	.	.	PUNCT	['PUNCT']
102	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
103	marinade	marinade	NOUN	['Z99']
104	into	into	ADP	['Z5']
105	a	a	DET	['Z5']
106	small	small	ADJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
107	saucepan	saucepan	NOUN	['O2']
108	,	,	PUNCT	['PUNCT']
109	bring	bring	VERB	['M2', 'A2.2']
110	to	to	ADP	['Z5']
111	a	a	DET	['Z5']
112	boil	boil	NOUN	['B2-', 'O4.6+@']
113	,	,	PUNCT	['PUNCT']
114	and	and	CCONJ	['Z5']
115	cook	cook	VERB	['F1']
116	for	for	ADP	['Z5']
117	several	several	ADJ	['N5']
118	minutes	minute	NOUN	['T1.3', 'Q1.2']
119	.	.	PUNCT	['PUNCT']
120	Lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
121	oil	oil	VERB	['A1.1.1']
122	the	the	DET	['Z5']
123	grill	grill	ADJ	['F1', 'Q2.2', 'O4.6+']
124	grate	grate	NOUN	['O2']
125	.	.	PUNCT	['PUNCT']
126	Grill	Grill	PROPN	['F1', 'Q2.2', 'O4.6+']
127	steaks	steak	VERB	['F1']
128	for	for	ADP	['Z5']
129	minutes	minute	NOUN	['T1.3', 'Q1.2']
130	per	per	ADP	['Z5']
131	side	side	NOUN	['A4.1', 'M6', 'N5.1-', 'S7.3+/S5+c', 'B1', 'S5+c', 'S4c', 'F1', 'S1.2']
132	,	,	PUNCT	['PUNCT']
133	or	or	CCONJ	['Z5']
134	to	to	PART	['Z5']
135	desired	desire	VERB	['X7+', 'S3.2']
136	doneness	doneness	NOUN	['Z99']
137	.	.	PUNCT	['PUNCT']
138	During	during	ADP	['Z5']
139	the	the	DET	['Z5']
140	last	last	ADJ	['N4']
141	few	few	ADJ	['N5-']
142	minutes	minute	NOUN	['T1.3', 'Q1.2']
143	of	of	ADP	['Z5']
144	grilling	grilling	NOUN	['F1', 'Q2.2']
145	,	,	PUNCT	['PUNCT']
146	baste	baste	NOUN	['F1', 'O4.6+']
147	steaks	steak	NOUN	['F1']
148	with	with	ADP	['Z5']
149	boiled	boil	VERB	['O4.6+', 'E3-']
150	marinade	marinade	NOUN	['Z99']
151	to	to	PART	['Z5']
152	enhance	enhance	VERB	['A5.1+/A2.1']
153	the	the	DET	['Z5']
154	flavor	flavor	NOUN	['X3.1', 'O4.1']
155	and	and	CCONJ	['Z5']
156	ensure	ensure	VERB	['A7+']
157	juiciness	juiciness	NOUN	['Z99']
158	.	.	PUNCT	['PUNCT']

1	Whisk	whisk	NOUN	['O2']
2	brown	brown	ADJ	['F1']
3	sugar	sugar	NOUN	['F1']
4	,	,	PUNCT	['PUNCT']
5	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
6	,	,	PUNCT	['PUNCT']
7	fish	fish	NOUN	['F1']
8	sauce	sauce	NOUN	['F1']
9	,	,	PUNCT	['PUNCT']
10	rice	rice	NOUN	['F1']
11	vinegar	vinegar	NOUN	['O1.2/F1']
12	,	,	PUNCT	['PUNCT']
13	soy	soy	NOUN	['F1']
14	sauce	sauce	NOUN	['F1']
15	,	,	PUNCT	['PUNCT']
16	garlic	garlic	ADJ	['F1', 'L3']
17	,	,	PUNCT	['PUNCT']
18	and	and	CCONJ	['Z5']
19	ginger	ginger	NOUN	['F1', 'Z1mf']
20	in	in	ADP	['Z5']
21	a	a	DET	['Z5']
22	bowl	bowl	NOUN	['O2']
23	until	until	ADP	['Z5']
24	brown	brown	ADJ	['F1']
25	sugar	sugar	NOUN	['F1']
26	is	be	AUX	['A3+', 'Z5']
27	completely	completely	ADV	['A13.2']
28	dissolved	dissolve	VERB	['A1.1.1', 'T2-']
29	,	,	PUNCT	['PUNCT']
30	about	about	ADP	['Z5']
31	minute	minute	NOUN	['T1.3', 'Q1.2']
32	.	.	PUNCT	['PUNCT']
33	Set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
34	aside	aside	ADV	['M6', 'A10-', 'A9+']
35	.	.	PUNCT	['PUNCT']
36	Heat	heat	VERB	['O4.6+']
37	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
38	over	over	ADP	['Z5']
39	high	high	ADJ	['N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
40	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
41	in	in	ADP	['Z5']
42	a	a	DET	['Z5']
43	skillet	skillet	NOUN	['Z99']
44	.	.	PUNCT	['PUNCT']
45	Stir	stir	VERB	['A1.1.1', 'M1']
46	in	in	ADP	['Z5']
47	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
48	.	.	PUNCT	['PUNCT']
49	Pour	Pour	PROPN	['A1.1.1/O1.2', 'W4', 'M1/N5+']
50	/	/	SYM	['Z99']
51	cup	cup	NOUN	['O2', 'S7.3+', 'A5.1+/O2']
52	of	of	ADP	['Z5']
53	the	the	DET	['Z5']
54	brown	brown	ADJ	['F1']
55	sugar	sugar	NOUN	['F1']
56	mixture	mixture	NOUN	['O1.1', 'A6.3+']
57	over	over	ADP	['Z5']
58	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
59	;	;	PUNCT	['PUNCT']
60	cook	cook	VERB	['F1']
61	and	and	CCONJ	['Z5']
62	stir	stir	VERB	['A1.1.1', 'M1']
63	until	until	ADP	['Z5']
64	the	the	DET	['Z5']
65	brown	brown	ADJ	['F1']
66	sugar	sugar	NOUN	['F1']
67	mixture	mixture	NOUN	['O1.1', 'A6.3+']
68	has	have	AUX	['A9+', 'Z5', 'A2.2', 'S4']
69	a	a	DET	['Z5']
70	syrup	syrup	NOUN	['O1.2']
71	-	-	PUNCT	['PUNCT']
72	like	like	ADJ	['A6.1+']
73	consistency	consistency	NOUN	['O4.5']
74	,	,	PUNCT	['PUNCT']
75	to	to	ADP	['Z5']
76	minutes	minute	NOUN	['T1.3', 'Q1.2']
77	.	.	PUNCT	['PUNCT']
78	Pour	pour	VERB	['A1.1.1/O1.2', 'W4', 'M1/N5+']
79	in	in	ADP	['Z5']
80	the	the	DET	['Z5']
81	remaining	remain	VERB	['T2++', 'M8', 'N5.2+']
82	brown	brown	ADJ	['F1']
83	sugar	sugar	NOUN	['F1']
84	mixture	mixture	NOUN	['O1.1', 'A6.3+']
85	;	;	PUNCT	['PUNCT']
86	cook	cook	VERB	['F1']
87	until	until	ADP	['Z5']
88	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
89	is	be	AUX	['A3+', 'Z5']
90	tender	tender	ADJ	['E2+', 'T3-', 'O4.5', 'B2-']
91	and	and	CCONJ	['Z5']
92	no	no	ADV	['T2-']
93	longer	long	ADV	['T2-']
94	pink	pink	ADJ	['O4.3']
95	inside	inside	ADV	['M6', 'G2.1@']
96	,	,	PUNCT	['PUNCT']
97	about	about	ADP	['Z5']
98	minutes	minute	NOUN	['T1.3', 'Q1.2']
99	.	.	PUNCT	['PUNCT']
100	Stir	stir	VERB	['A1.1.1', 'M1']
101	in	in	ADP	['Z5']
102	in	in	ADP	['Z5']
103	peanuts	peanut	NOUN	['F1', 'I1.1/N5--']
104	,	,	PUNCT	['PUNCT']
105	jalapenos	jalapeno	NOUN	['Z99']
106	and	and	CCONJ	['Z5']
107	green	green	ADJ	['O4.3', 'W5', 'L3', 'X9.1-']
108	onion	onion	NOUN	['F1']
109	;	;	PUNCT	['PUNCT']
110	cook	cook	VERB	['F1']
111	until	until	ADP	['Z5']
112	warmed	warm	VERB	['O4.6+', 'E2+']
113	through	through	ADP	['Z5']
114	,	,	PUNCT	['PUNCT']
115	to	to	ADP	['Z5']
116	minutes	minute	NOUN	['T1.3', 'Q1.2']
117	.	.	PUNCT	['PUNCT']
118	Garnish	garnish	ADJ	['F1']
119	with	with	ADP	['Z5']
120	cilantro	cilantro	NOUN	['Z99']
121	and	and	CCONJ	['Z5']
122	serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
123	.	.	PUNCT	['PUNCT']

1	In	in	ADP	['Z5']
2	a	a	DET	['Z5']
3	bowl	bowl	NOUN	['O2']
4	,	,	PUNCT	['PUNCT']
5	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
6	soy	soy	NOUN	['F1']
7	sauce	sauce	NOUN	['F1']
8	,	,	PUNCT	['PUNCT']
9	tomato	tomato	NOUN	['F1']
10	sauce	sauce	NOUN	['F1']
11	,	,	PUNCT	['PUNCT']
12	peanut	peanut	NOUN	['F1']
13	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
14	,	,	PUNCT	['PUNCT']
15	garlic	garlic	NOUN	['F1', 'L3']
16	,	,	PUNCT	['PUNCT']
17	black	black	ADJ	['F1']
18	pepper	pepper	NOUN	['F1']
19	,	,	PUNCT	['PUNCT']
20	and	and	CCONJ	['Z5']
21	cumin	cumin	NOUN	['L3']
22	.	.	PUNCT	['PUNCT']
23	Place	place	NOUN	['M7', 'H1', 'A1.2', 'P1']
24	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
25	into	into	ADP	['Z5']
26	the	the	DET	['Z5']
27	mixture	mixture	NOUN	['O1.1', 'A6.3+']
28	,	,	PUNCT	['PUNCT']
29	and	and	CCONJ	['Z5']
30	stir	stir	VERB	['A1.1.1', 'M1']
31	to	to	ADP	['Z5']
32	coat	coat	NOUN	['B5', 'O2']
33	.	.	PUNCT	['PUNCT']
34	Cover	cover	VERB	['A10-', 'M1', 'N3.6', 'S8+', 'I1.1', 'A1.8+', 'N5', 'Q2.1', 'A1.1.1']
35	,	,	PUNCT	['PUNCT']
36	and	and	CCONJ	['Z5']
37	marinate	marinate	NOUN	['F1']
38	in	in	ADP	['Z5']
39	the	the	DET	['Z5']
40	refrigerator	refrigerator	NOUN	['O4.6-/O3']
41	for	for	ADP	['Z5']
42	at	at	ADP	['Z5']
43	least	least	ADJ	['N5.1-', 'A11.1---']
44	minutes	minute	NOUN	['T1.3', 'Q1.2']
45	,	,	PUNCT	['PUNCT']
46	but	but	CCONJ	['Z5']
47	not	not	PART	['Z6']
48	overnight	overnight	ADV	['T1.3', 'N3.8+']
49	.	.	PUNCT	['PUNCT']
50	This	this	DET	['M6', 'Z5', 'Z8']
51	will	will	AUX	['T1.1.3']
52	make	make	VERB	['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']
53	the	the	DET	['Z5']
54	meat	meat	NOUN	['F1', 'A4.2+']
55	too	too	ADV	['N5++', 'N5.2+', 'A13.3']
56	dark	dark	ADJ	['W2-', 'O4.3', 'E4.1-', 'X2.2-', 'O4.2-']
57	.	.	PUNCT	['PUNCT']
58	Preheat	preheat	VERB	['Z99']
59	the	the	DET	['Z5']
60	grill	grill	NOUN	['O2', 'F1']
61	for	for	ADP	['Z5']
62	high	high	ADJ	['N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
63	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
64	.	.	PUNCT	['PUNCT']
65	Heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
66	vegetable	vegetable	NOUN	['F1', 'X9.1-/S2mf']
67	oil	oil	NOUN	['O1.2', 'C1', 'C1/O1']
68	in	in	ADP	['Z5']
69	a	a	DET	['Z5']
70	saucepan	saucepan	NOUN	['O2']
71	over	over	ADP	['Z5']
72	medium	medium	ADJ	['N3.2', 'N3.1']
73	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
74	,	,	PUNCT	['PUNCT']
75	and	and	CCONJ	['Z5']
76	saute	saute	NOUN	['Z99']
77	onion	onion	NOUN	['T1.3']
78	and	and	CCONJ	['T1.3']
79	garlic	garlic	NOUN	['T1.3']
80	until	until	ADP	['Z5']
81	lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
82	browned	brown	VERB	['O4.3']
83	.	.	PUNCT	['PUNCT']
84	Mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
85	in	in	ADP	['Z5']
86	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
87	,	,	PUNCT	['PUNCT']
88	peanut	peanut	NOUN	['F1']
89	butter	butter	NOUN	['F1']
90	,	,	PUNCT	['PUNCT']
91	soy	soy	NOUN	['F1']
92	sauce	sauce	NOUN	['F1']
93	,	,	PUNCT	['PUNCT']
94	and	and	CCONJ	['Z5']
95	sugar	sugar	NOUN	['F1']
96	.	.	PUNCT	['PUNCT']
97	Cook	cook	VERB	['F1']
98	and	and	CCONJ	['Z5']
99	stir	stir	VERB	['A1.1.1', 'M1']
100	until	until	ADP	['Z5']
101	well	well	ADV	['A5.1+', 'A13.3', 'A7+', 'B2+', 'Z4']
102	blended	blended	ADJ	['A2.1+']
103	.	.	PUNCT	['PUNCT']
104	Remove	remove	VERB	['M2']
105	from	from	ADP	['Z5']
106	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
107	,	,	PUNCT	['PUNCT']
108	mix	mix	VERB	['A2.1+', 'S1.1.3+', 'K3']
109	in	in	ADP	['Z5']
110	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
111	juice	juice	NOUN	['F2', 'O1.2']
112	,	,	PUNCT	['PUNCT']
113	and	and	CCONJ	['Z5']
114	set	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
115	aside	aside	ADV	['M6', 'A10-', 'A9+']
116	.	.	PUNCT	['PUNCT']
117	Lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
118	oil	oil	VERB	['A1.1.1']
119	the	the	DET	['Z5']
120	grill	grill	ADJ	['F1', 'Q2.2', 'O4.6+']
121	grate	grate	NOUN	['O2']
122	.	.	PUNCT	['PUNCT']
123	Thread	thread	NOUN	['O2', 'X4.1', 'N5.1-']
124	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
125	onto	onto	ADP	['Z5']
126	skewers	skewer	NOUN	['O2']
127	,	,	PUNCT	['PUNCT']
128	and	and	CCONJ	['Z5']
129	discard	discard	ADJ	['X7-', 'T2-']
130	marinade	marinade	NOUN	['Z99']
131	.	.	PUNCT	['PUNCT']
132	Grill	Grill	PROPN	['T1.3']
133	skewers	skewer	NOUN	['T1.3']
134	about	about	ADP	['Z5']
135	minutes	minute	NOUN	['T1.3', 'Q1.2']
136	per	per	ADP	['Z5']
137	side	side	NOUN	['A4.1', 'M6', 'N5.1-', 'S7.3+/S5+c', 'B1', 'S5+c', 'S4c', 'F1', 'S1.2']
138	,	,	PUNCT	['PUNCT']
139	until	until	ADP	['Z5']
140	chicken	chicken	NOUN	['L2mfn', 'F1', 'E5-/S2mf']
141	juices	juice	NOUN	['F2', 'O1.2']
142	run	run	VERB	['M1/N3.8+', 'G1.2', 'G2.1-', 'X3.3', 'S7.1+', 'A1.1.1', 'T2++', 'M3', 'S4', 'A6.3+', 'K4']
143	clear	clear	ADJ	['A7+', 'A10+', 'O4.3', 'O4.1', 'N5.1+', 'W4']
144	.	.	PUNCT	['PUNCT']
145	Serve	serve	VERB	['S8+', 'S7.1-', 'I2.2', 'A9-', 'F1', 'A1.1.1', 'I3.1', 'K5.1', 'G2.1']
146	with	with	ADP	['Z5']
147	the	the	DET	['Z5']
148	peanut	peanut	NOUN	['F1']
149	sauce	sauce	NOUN	['F1']
150	.	.	PUNCT	['PUNCT']

1	Make	make	VERB	['A1.1.1', 'A9+', 'A2.2', 'S6+', 'A3+', 'A9-', 'X9.2+', 'X6+']
2	beurre	beurre	ADJ	['F1']
3	blanc	blanc	NOUN	['Z99']
4	:	:	PUNCT	['PUNCT']
5	In	in	ADP	['Z5']
6	a	a	DET	['Z5']
7	small	small	ADJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
8	saucepan	saucepan	NOUN	['O2']
9	over	over	ADP	['Z5']
10	medium	medium	ADJ	['N3.2', 'N3.1']
11	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
12	,	,	PUNCT	['PUNCT']
13	combine	combine	VERB	['A2.2', 'A1.8+', 'S5+c', 'F4']
14	wine	wine	NOUN	['F2']
15	,	,	PUNCT	['PUNCT']
16	vinegar	vinegar	NOUN	['O1.2/F1']
17	,	,	PUNCT	['PUNCT']
18	shallots	shallot	NOUN	['F1', 'L3']
19	,	,	PUNCT	['PUNCT']
20	thyme	thyme	NOUN	['L3', 'F1']
21	and	and	CCONJ	['Z5']
22	bay	bay	NOUN	['F1']
23	leaf	leaf	NOUN	['F1']
24	.	.	PUNCT	['PUNCT']
25	Boil	Boil	PROPN	['B2-', 'O4.6+@']
26	until	until	ADP	['Z5']
27	liquid	liquid	NOUN	['O1.2']
28	has	have	AUX	['A9+', 'Z5', 'A2.2', 'S4']
29	evaporated	evaporate	VERB	['O1.3', 'A10-']
30	.	.	PUNCT	['PUNCT']
31	Stir	stir	VERB	['A1.1.1', 'M1']
32	in	in	ADP	['Z5']
33	cream	cream	NOUN	['F1', 'B3', 'O1.2', 'O4.3', 'A5.1+++']
34	,	,	PUNCT	['PUNCT']
35	and	and	CCONJ	['Z5']
36	boil	boil	VERB	['O4.6+', 'E3-']
37	until	until	ADP	['Z5']
38	liquid	liquid	NOUN	['O1.2']
39	is	be	AUX	['A3+', 'Z5']
40	reduced	reduce	VERB	['N5-/A2.1', 'N3.2-/A2.1', 'A12-/A2.1', 'A2.2', 'F1']
41	by	by	ADP	['Z5']
42	half	half	DET	['N5']
43	;	;	PUNCT	['PUNCT']
44	decrease	decrease	VERB	['N5-/A2.1']
45	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
46	to	to	PART	['Z5']
47	low	low	VERB	['L2/Q2.1']
48	.	.	PUNCT	['PUNCT']
49	Whisk	whisk	NOUN	['O2']
50	in	in	ADP	['Z5']
51	butter	butter	NOUN	['F1']
52	,	,	PUNCT	['PUNCT']
53	piece	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
54	at	at	ADP	['T1.1.2']
55	a	a	DET	['T1.1.2']
56	time	time	NOUN	['T1.1.2']
57	,	,	PUNCT	['PUNCT']
58	adding	add	VERB	['N5+/A2.1', 'N2', 'A1.8+']
59	each	each	DET	['N5.1+']
60	new	new	ADJ	['T3-']
61	piece	piece	NOUN	['N5.1-', 'O2', 'Q4', 'K2', 'K4', 'G3@']
62	before	before	ADP	['Z5']
63	previous	previous	ADJ	['N4']
64	one	one	NOUN	['Z8', 'N1']
65	has	have	AUX	['A9+', 'Z5', 'A2.2', 'S4']
66	melted	melt	VERB	['O4.6']
67	completely	completely	ADV	['A13.2']
68	.	.	PUNCT	['PUNCT']
69	Do	do	AUX	['S1.1.3+', 'A1.1.1']
70	not	not	PART	['Z6']
71	allow	allow	VERB	['S7.4+', 'S8+', 'X2.1']
72	sauce	sauce	NOUN	['F1', 'S1.2.4-']
73	to	to	ADP	['Z5']
74	simmer	simmer	NOUN	['F1']
75	,	,	PUNCT	['PUNCT']
76	or	or	CCONJ	['Z5']
77	it	it	PRON	['Z8']
78	may	may	AUX	['A7+']
79	separate	separate	VERB	['A6.1-', 'S3.1-']
80	.	.	PUNCT	['PUNCT']
81	Strain	Strain	PROPN	['A1.1.1/N5.2+', 'X8+', 'B2-', 'A1.1.1']
82	sauce	sauce	VERB	['S1.2.4-']
83	through	through	ADP	['Z5']
84	a	a	DET	['Z5']
85	fine	fine	ADJ	['A5.1+', 'A4.2+', 'O4.5', 'O4.1', 'W4', 'N3.2-']
86	sieve	sieve	NOUN	['O2']
87	into	into	ADP	['Z5']
88	a	a	DET	['Z5']
89	heatproof	heatproof	ADJ	['Z99']
90	bowl	bowl	NOUN	['O2']
91	.	.	PUNCT	['PUNCT']
92	Stir	stir	VERB	['A1.1.1', 'M1']
93	in	in	ADP	['Z5']
94	chives	chive	NOUN	['Z99']
95	,	,	PUNCT	['PUNCT']
96	lemon	lemon	NOUN	['F1', 'L3', 'F2', 'O4.3']
97	juice	juice	NOUN	['F2', 'O1.2']
98	,	,	PUNCT	['PUNCT']
99	salt	salt	NOUN	['T1.3']
100	and	and	CCONJ	['T1.3']
101	pepper	pepper	NOUN	['T1.3']
102	.	.	PUNCT	['PUNCT']
103	Keep	keep	VERB	['A9+', 'N6+', 'T2++', 'A1.7+', 'A2.2', 'F4', 'S8+', 'H4']
104	warm	warm	ADJ	['O4.6+', 'O4.2+', 'S1.2.1+']
105	by	by	ADP	['Z5']
106	setting	set	VERB	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
107	bowl	bowl	NOUN	['O2']
108	in	in	ADP	['Z5']
109	a	a	DET	['Z5']
110	larger	large	ADJ	['N3.2++', 'N5++', 'A11.1++']
111	container	container	NOUN	['O2']
112	of	of	ADP	['Z5']
113	hot	hot	ADJ	['O4.6+', 'X9.1+', 'O4.2+', 'X5.2+', 'G2.1-', 'A12-', 'S7.3+', 'E6-', 'A7+++']
114	water	water	NOUN	['O1.2', 'W3/M4', 'B1', 'C1%']
115	.	.	PUNCT	['PUNCT']
116	Preheat	preheat	NOUN	['Z99']
117	oven	oven	ADV	['O2/F1']
118	on	on	ADP	['Z5']
119	broiler	broiler	NOUN	['F1/O2']
120	setting	setting	NOUN	['M2', 'M6', 'O4.5', 'O4.1', 'W4', 'A1.1.1', 'B3', 'B4', 'X6+', 'S6+', 'K2', 'Q4.3']
121	.	.	PUNCT	['PUNCT']
122	Pat	Pat	PROPN	['T1.3']
123	fillets	fillet	NOUN	['T1.3']
124	dry	dry	VERB	['O1.2-']
125	,	,	PUNCT	['PUNCT']
126	and	and	CCONJ	['Z5']
127	season	season	NOUN	['T1.3']
128	with	with	ADP	['Z5']
129	salt	salt	NOUN	['T1.3']
130	and	and	CCONJ	['T1.3']
131	pepper	pepper	NOUN	['T1.3']
132	.	.	PUNCT	['PUNCT']
133	Heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
134	oil	oil	NOUN	['T1.3']
135	and	and	CCONJ	['T1.3']
136	tablespoon	tablespoon	NOUN	['T1.3']
137	butter	butter	NOUN	['F1']
138	in	in	ADP	['Z5']
139	a	a	DET	['Z5']
140	large	large	ADJ	['N3.2+', 'N5+', 'A11.1+']
141	skillet	skillet	NOUN	['Z99']
142	over	over	ADP	['Z5']
143	medium	medium	ADJ	['N3.2', 'N3.1']
144	-	-	PUNCT	['PUNCT']
145	high	high	ADJ	['N3.7+', 'N5+', 'A11.1+', 'S7.1+', 'A5.1+', 'T3-', 'X3.2', 'G2.2+', 'E4.1+', 'I1.3+', 'F3', 'O4.2-', 'O4.6+', 'S9']
146	heat	heat	NOUN	['O4.6+', 'E1', 'A1.1.1', 'S7.3']
147	.	.	PUNCT	['PUNCT']
148	Saute	saute	NOUN	['Z99']
149	halibut	halibut	VERB	['L2', 'F1']
150	fillets	fillet	VERB	['F1']
151	for	for	ADP	['Z5']
152	to	to	ADP	['Z5']
153	minutes	minute	NOUN	['T1.3', 'Q1.2']
154	on	on	ADP	['S8+']
155	each	each	DET	['S8+']
156	side	side	NOUN	['S8+']
157	,	,	PUNCT	['PUNCT']
158	or	or	CCONJ	['Z5']
159	until	until	ADP	['Z5']
160	lightly	lightly	ADV	['N6-', 'N3.5-', 'E3+', 'N5-', 'A12+']
161	browned	brown	VERB	['O4.3']
162	,	,	PUNCT	['PUNCT']
163	and	and	CCONJ	['Z5']
164	just	just	ADV	['A14', 'T3---', 'T1.3-', 'N3.3---']
165	cooked	cook	VERB	['F1']
166	through	through	ADP	['Z5']
167	.	.	PUNCT	['PUNCT']
168	Transfer	transfer	NOUN	['M6/A2.1+', 'A9-', 'I3.1/A2.1+', 'Y2', 'M3', 'M4', 'M5', 'C1']
169	to	to	ADP	['Z5']
170	a	a	DET	['Z5']
171	baking	baking	NOUN	['F1/O2']
172	sheet	sheet	NOUN	['F1/O2']
173	,	,	PUNCT	['PUNCT']
174	and	and	CCONJ	['Z5']
175	cool	cool	ADJ	['O4.6-', 'S1.2.1-', 'O4.2+', 'E6+']
176	minutes	minute	NOUN	['T1.3', 'Q1.2']
177	.	.	PUNCT	['PUNCT']
178	In	in	ADP	['Z5']
179	a	a	DET	['Z5']
180	small	small	ADJ	['N3.2-', 'N3.7-', 'N5-', 'T3-', 'A11.1-', 'S5-/I2.1', 'X3.2-', 'A5.1-']
181	bowl	bowl	NOUN	['O2']
182	,	,	PUNCT	['PUNCT']
183	stir	stir	VERB	['A1.1.1', 'M1']
184	together	together	ADV	['S5+', 'T1.1.2', 'M6']
185	bread	bread	NOUN	['F1']
186	crumbs	crumb	NOUN	['F1']
187	,	,	PUNCT	['PUNCT']
188	almonds	almond	NOUN	['T1.3']
189	and	and	CCONJ	['T1.3']
