Index	Text	Lemma	POS
109	been	be	VBN
110	absorbed	absorb	VBN
111	,	,	,
112	about	about	IN
113	minutes	minute	NNS
114	.	.	.
115	Pour	pour	VB
116	in	in	IN
117	the	the	DT
118	coconut	coconut	NN
119	milk	milk	NN
120	and	and	CC
121	tablespoons	tablespoon	NNS
122	of	of	IN
123	sugar	sugar	NN
124	.	.	.
125	Stir	stir	VB
126	,	,	,
127	and	and	CC
128	simmer	simmer	VBP
129	uncovered	uncover	VBN
130	until	until	IN
131	the	the	DT
132	rice	rice	NN
133	has	have	VBZ
134	absorbed	absorb	VBN
135	most	most	JJS
136	of	of	IN
137	the	the	DT
138	coconut	coconut	NN
139	milk	milk	NN
140	.	.	.
141	While	while	IN
142	the	the	DT
143	rice	rice	NN
144	is	be	VBZ
145	cooking	cook	VBG
146	,	,	,
147	remove	remove	VB
148	the	the	DT
149	mahi	mahi	NN
150	mahi	mahi	NN
151	from	from	IN
152	the	the	DT
153	marinade	marinade	NN
154	,	,	,
155	and	and	CC
156	shake	shake	VB
157	off	off	RP
158	excess	excess	JJ
159	.	.	.
160	Discard	discard	VB
161	the	the	DT
162	remaining	remain	VBG
163	marinade	marinade	NN
164	.	.	.
165	Place	place	VB
166	fish	fish	NN
167	in	in	IN
168	a	a	DT
169	large	large	JJ
170	baking	baking	NN
171	dish	dish	NN
172	in	in	IN
173	a	a	DT
174	single	single	JJ
175	layer	layer	NN
176	.	.	.
177	Broil	broil	NN
178	in	in	IN
179	the	the	DT
180	preheated	preheated	JJ
181	oven	oven	NN
182	until	until	IN
183	the	the	DT
184	fish	fish	NN
185	flakes	flake	NNS
186	easily	easily	RB
187	with	with	IN
188	a	a	DT
189	fork	fork	NN
190	,	,	,
191	to	to	IN
192	minutes	minute	NNS
193	.	.	.
194	If	if	IN
195	the	the	DT
196	fish	fish	NN
197	browns	brown	VBZ
198	too	too	RB
199	quickly	quickly	RB
200	,	,	,
201	cover	cover	VB
202	the	the	DT
203	baking	baking	JJ
204	dish	dish	NN
205	with	with	IN
206	a	a	DT
207	sheet	sheet	NN
208	of	of	IN
209	aluminum	aluminum	NN
210	foil	foil	NN
211	.	.	.
212	Melt	melt	NN
213	/	/	HYPH
214	teaspoons	teaspoon	NNS
215	butter	butter	NN
216	and	and	CC
217	/	/	HYPH
218	tablespoons	tablespoon	NNS
219	of	of	IN
220	sugar	sugar	NN
221	in	in	IN
222	a	a	DT
223	skillet	skillet	NN
224	over	over	IN
225	medium-high	medium-high	JJ
226	heat	heat	NN
227	.	.	.
228	When	when	WRB
229	the	the	DT
230	mixture	mixture	NN
231	begins	begin	VBZ
232	to	to	IN
233	bubble	bubble	NN
234	,	,	,
235	stir	stir	NN
236	in	in	IN
237	mango	mango	NN
238	cubes	cube	NNS
239	.	.	.
240	Cook	cook	VB
241	and	and	CC
242	stir	stir	VB
243	until	until	IN
244	mango	mango	NN
245	is	be	VBZ
246	tender	tender	NN
247	,	,	,
248	about	about	IN
249	minutes	minute	NNS
250	.	.	.
251	Serve	serve	VB
252	by	by	IN
253	placing	place	VBG
254	a	a	DT
255	mahi	mahi	NN
256	mahi	mahi	NN
257	fillet	fillet	NN
258	over	over	IN
259	a	a	DT
260	scoop	scoop	NN
261	of	of	IN
262	hot	hot	JJ
263	rice	rice	NN
264	and	and	CC
265	top	top	NN
266	with	with	IN
267	the	the	DT
268	mango	mango	NN
269	salsa	salsa	NN
270	.	.	.

1	Combine	combine	VB
2	ground	ground	NN
3	beef	beef	NN
4	,	,	,
5	Worcestershire	worcestershire	NN
6	sauce	sauce	NN
7	,	,	,
8	garlic	garlic	NN
9	salt	salt	NN
10	,	,	,
11	and	and	CC
12	pepper	pepper	NN
13	in	in	IN
14	a	a	DT
15	large	large	JJ
16	bowl	bowl	NN
17	;	;	:
18	mix	mix	VB
19	well	well	RB
20	.	.	.
21	Form	form	NN
22	,	,	,
23	thin	thin	JJ
24	patties	patty	NNS
25	from	from	IN
26	the	the	DT
27	beef	beef	NN
28	.	.	.
29	Each	each	DT
30	patty	patty	NN
31	should	should	MD
32	be	be	VB
33	slightly	slightly	RB
34	larger	large	JJR
35	than	than	IN
36	a	a	DT
37	slice	slice	NN
38	of	of	IN
39	cheese	cheese	NN
40	.	.	.
41	Cut	cut	VB
42	each	each	DT
43	slice	slice	NN
44	of	of	IN
45	American	American	JJ
46	cheese	cheese	NN
47	into	into	IN
48	equal	equal	JJ
49	pieces	piece	NNS
50	;	;	:
51	stack	stack	VB
52	the	the	DT
53	pieces	piece	NNS
54	.	.	.
55	Sandwich	sandwich	NN
56	one	one	CD
57	stack	stack	NN
58	of	of	IN
59	cheese	cheese	NN
60	between	between	IN
61	ground	ground	NN
62	beef	beef	NN
63	patties	patty	NNS
64	.	.	.
65	Tightly	tightly	RB
66	pinch	pinch	VB
67	edges	edge	NNS
68	together	together	RB
69	tightly	tightly	RB
70	seal	seal	VB
71	the	the	DT
72	cheese	cheese	NN
73	within	within	IN
74	the	the	DT
75	meat	meat	NN
76	.	.	.
77	Repeat	repeat	VB
78	with	with	IN
79	the	the	DT
80	remaining	remain	VBG
81	cheese	cheese	NN
82	and	and	CC
83	patties	patty	NNS
84	.	.	.
85	Preheat	preheat	VB
86	a	a	DT
87	cast-iron	cast-iron	NN
88	or	or	CC
89	other	other	JJ
90	heavy	heavy	JJ
91	bottomed	bottom	VBN
92	skillet	skillet	NN
93	over	over	IN
94	medium	medium	JJ
95	heat	heat	NN
96	.	.	.
97	Cook	cook	VB
98	burgers	burger	NNS
99	until	until	IN
100	well	well	UH
101	browned	browned	JJ
102	,	,	,
103	about	about	IN
104	minutes	minute	NNS
105	.	.	.
106	It	it	PRP
107	is	be	VBZ
108	common	common	JJ
109	for	for	IN
110	burgers	burger	NNS
111	to	to	IN
112	puff	puff	NN
113	up	up	RB
114	due	due	IN
115	to	to	IN
116	steam	steam	NN
117	from	from	IN
118	the	the	DT
119	melting	melting	NN
120	cheese	cheese	NN
121	.	.	.
122	Turn	turn	VB
123	burgers	burger	NNS
124	and	and	CC
125	prick	prick	VB
126	the	the	DT
127	top	top	NN
128	of	of	IN
129	each	each	DT
130	to	to	TO
131	allow	allow	VB
132	steam	steam	NN
133	to	to	TO
134	escape	escape	VB
135	;	;	:
136	cook	cook	VB
137	until	until	IN
138	browned	brown	VBN
139	on	on	IN
140	the	the	DT
141	outside	outside	NN
142	and	and	CC
143	no	no	RB
144	longer	long	RBR
145	pink	pink	JJ
146	on	on	IN
147	the	the	DT
148	inside	inside	NN
149	;	;	:
150	about	about	IN
151	minutes	minute	NNS
152	.	.	.
153	Serve	serve	VB
154	on	on	RP
155	hamburger	hamburger	NN
156	buns	bun	NNS
157	.	.	.

1	Melt	melt	VB
2	butter	butter	NN
3	in	in	IN
4	a	a	DT
5	large	large	JJ
6	stock	stock	NN
7	pot	pot	NN
8	over	over	IN
9	medium	medium	JJ
10	heat	heat	NN
11	.	.	.
12	Add	add	VB
13	garlic	garlic	NN
14	and	and	CC
15	let	let	VB
16	sizzle	sizzle	VB
17	for	for	IN
18	about	about	RB
19	seconds	second	NNS
20	.	.	.
21	Season	season	NN
22	with	with	IN
23	red	red	JJ
24	pepper	pepper	NN
25	flakes	flake	NNS
26	and	and	CC
27	lemon	lemon	NN
28	zest	zest	NN
29	,	,	,
30	stirring	stir	VBG
31	for	for	IN
32	about	about	RB
33	seconds	second	NNS
34	.	.	.
35	Quickly	quickly	RB
36	pour	pour	VBP
37	in	in	IN
38	wine	wine	NN
39	into	into	IN
40	the	the	DT
41	pan	pan	NN
42	and	and	CC
43	season	season	NN
44	with	with	IN
45	black	black	JJ
46	pepper	pepper	NN
47	.	.	.
48	Bring	bring	VB
49	sauce	sauce	NN
50	to	to	IN
51	a	a	DT
52	boil	boil	NN
53	,	,	,
54	stir	stir	NN
55	in	in	IN
56	mussels	mussel	NNS
57	,	,	,
58	and	and	CC
59	cover	cover	VB
60	immediately	immediately	RB
61	.	.	.
62	Shake	Shake	NNP
63	pot	pot	NN
64	and	and	CC
65	let	let	VB
66	boil	boil	VB
67	for	for	IN
68	minute	minute	NN
69	.	.	.
70	Stir	stir	VB
71	mussels	mussel	NNS
72	,	,	,
73	replace	replace	VB
74	cover	cover	NN
75	,	,	,
76	and	and	CC
77	let	let	VB
78	boil	boil	VB
79	for	for	IN
80	more	more	JJR
81	minutes	minute	NNS
82	.	.	.
83	The	the	DT
84	shells	shell	NNS
85	will	will	MD
86	begin	begin	VB
87	to	to	TO
88	open	open	VB
89	.	.	.
90	Stir	stir	VB
91	in	in	IN
92	parsley	parsley	NN
93	,	,	,
94	cover	cover	NN
95	pot	pot	NN
96	,	,	,
97	and	and	CC
98	cook	cook	VB
99	until	until	IN
100	all	all	DT
101	shells	shell	NNS
102	are	be	VBP
103	open	open	JJ
104	,	,	,
105	to	to	IN
106	minutes	minute	NNS
107	.	.	.
108	Serve	serve	VB
109	with	with	IN
110	grilled	grill	VBN
111	bread	bread	NN
112	and	and	CC
113	lemon	lemon	NN
114	wedge	wedge	NN
115	.	.	.

1	Preheat	preheat	JJ
2	oven	oven	NN
3	to	to	IN
4	degrees	degree	NNS
5	F	f	NN
6	(	(	-LRB-
7	degrees	degree	NNS
8	C	c	NN
9	)	)	-RRB-
10	.	.	.
11	Season	season	NN
12	the	the	DT
13	salmon	salmon	NN
14	fillets	fillet	NNS
15	with	with	IN
16	salt	salt	NN
17	,	,	,
18	garlic	garlic	NN
19	powder	powder	NN
20	,	,	,
21	and	and	CC
22	onion	onion	NN
23	powder	powder	NN
24	.	.	.
25	Divide	divide	VB
26	/	/	HYPH
27	of	of	IN
28	the	the	DT
29	spinach	spinach	NN
30	between	between	IN
31	two	two	CD
32	sheets	sheet	NNS
33	of	of	IN
34	puff	puff	NN
35	pastry	pastry	NN
36	,	,	,
37	and	and	CC
38	mound	mound	NN
39	in	in	IN
40	the	the	DT
41	center	center	NN
42	.	.	.
43	Place	place	VB
44	a	a	DT
45	salmon	salmon	NN
46	fillet	fillet	NN
47	on	on	IN
48	top	top	NN
49	of	of	IN
50	each	each	DT
51	mound	mound	NN
52	of	of	IN
53	spinach	spinach	NN
54	.	.	.
55	Spread	spread	VB
56	the	the	DT
57	pesto	pesto	NN
58	on	on	IN
59	the	the	DT
60	salmon	salmon	NN
61	fillets	fillet	NNS
62	,	,	,
63	and	and	CC
64	top	top	JJ
65	with	with	IN
66	remaining	remain	VBG
67	spinach	spinach	NN
68	.	.	.
69	Moisten	Moisten	NNP
70	the	the	DT
71	edges	edge	NNS
72	of	of	IN
73	the	the	DT
74	puff	puff	NN
75	pastry	pastry	NN
76	with	with	IN
77	water	water	NN
78	,	,	,
79	fold	fold	VB
80	to	to	IN
81	the	the	DT
82	center	center	NN
83	,	,	,
84	and	and	CC
85	seal	seal	VB
86	the	the	DT
87	seams	seam	NNS
88	.	.	.
89	Bake	bake	VB
90	in	in	IN
91	preheated	preheated	JJ
92	oven	oven	NN
93	for	for	IN
94	to	to	IN
95	minutes	minute	NNS
96	until	until	IN
97	the	the	DT
98	pastry	pastry	NN
99	is	be	VBZ
100	puffed	puff	VBN
101	and	and	CC
102	golden	golden	JJ
103	,	,	,
104	and	and	CC
105	the	the	DT
106	salmon	salmon	NN
107	has	have	VBZ
108	cooked	cook	VBN
109	all	all	PDT
110	the	the	DT
111	way	way	NN
112	through	through	IN
113	.	.	.

1	Melt	melt	VB
2	butter	butter	NN
3	in	in	IN
4	a	a	DT
5	large	large	JJ
6	skillet	skillet	NN
7	over	over	IN
8	medium	medium	JJ
9	heat	heat	NN
10	.	.	.
11	Cook	cook	VB
12	garlic	garlic	NN
13	in	in	IN
14	butter	butter	NN
15	briefly	briefly	RB
16	.	.	.
17	Stir	stir	VB
18	in	in	IN
19	wine	wine	NN
20	,	,	,
21	and	and	CC
22	season	season	NN
23	with	with	IN
24	oregano	oregano	NN
25	,	,	,
26	parsley	parsley	NN
27	,	,	,
28	and	and	CC
29	red	red	JJ
30	pepper	pepper	NN
31	flakes	flake	NNS
32	.	.	.
33	Place	place	VB
34	clams	clam	NNS
35	in	in	IN
36	the	the	DT
37	wine	wine	NN
38	mixture	mixture	NN
39	.	.	.
40	Cover	cover	NN
41	,	,	,
42	and	and	CC
43	steam	steam	NN
44	until	until	IN
45	all	all	PDT
46	the	the	DT
47	clams	clam	NNS
48	have	have	VBP
49	opened	open	VBN
50	:	:	:
51	discard	discard	VB
52	any	any	DT
53	that	that	WDT
54	do	do	VBP
55	not	not	RB
56	open	open	JJ
57	.	.	.
58	Serve	serve	VB
59	in	in	IN
60	soup	soup	NN
61	bowls	bowl	NNS
62	,	,	,
63	and	and	CC
64	ladle	ladle	NN
65	broth	broth	NN
66	generously	generously	RB
67	over	over	IN
68	them	they	PRP
69	.	.	.

1	In	in	IN
2	a	a	DT
3	large	large	JJ
4	bowl	bowl	NN
5	,	,	,
6	combine	combine	VB
7	flour	flour	NN
8	and	and	CC
9	salt	salt	NN
10	.	.	.
11	Cut	cut	VB
12	in	in	IN
13	shortening	shortening	NN
14	until	until	IN
15	mixture	mixture	NN
16	resembles	resemble	VBZ
17	coarse	coarse	JJ
18	crumbs	crumb	NNS
19	.	.	.
20	Stir	stir	VB
21	in	in	IN
22	water	water	NN
23	until	until	IN
24	mixture	mixture	NN
25	forms	form	VBZ
26	a	a	DT
27	ball	ball	NN
28	.	.	.
29	Shape	shape	NN
30	into	into	IN
31	a	a	DT
32	ball	ball	NN
33	.	.	.
34	Wrap	wrap	VB
35	in	in	IN
36	plastic	plastic	NN
37	and	and	CC
38	refrigerate	refrigerate	VB
39	.	.	.
40	Preheat	preheat	JJ
41	oven	oven	NN
42	to	to	IN
43	degrees	degree	NNS
44	F	f	NN
45	(	(	-LRB-
46	degrees	degree	NNS
47	C	c	NN
48	)	)	-RRB-
49	.	.	.
50	Line	line	NN
51	a	a	DT
52	baking	baking	NN
53	sheet	sheet	NN
54	with	with	IN
55	parchment	parchment	NN
56	paper	paper	NN
57	.	.	.
58	In	in	IN
59	a	a	DT
60	large	large	JJ
61	bowl	bowl	NN
62	,	,	,
63	combine	combine	VBP
64	meat	meat	NN
65	,	,	,
66	potatoes	potato	NNS
67	,	,	,
68	onion	onion	NN
69	,	,	,
70	rutabaga	rutabaga	NN
71	and	and	CC
72	chopped	chop	VBN
73	carrots	carrot	NNS
74	.	.	.
75	Season	season	NN
76	with	with	IN
77	salt	salt	NN
78	and	and	CC
79	pepper	pepper	NN
80	.	.	.
81	Divide	divide	VB
82	dough	dough	NN
83	into	into	IN
84	six	six	CD
85	pieces	piece	NNS
86	,	,	,
87	and	and	CC
88	shape	shape	NN
89	into	into	IN
90	balls	ball	NNS
91	.	.	.
92	On	on	IN
93	a	a	DT
94	lightly	lightly	RB
95	floured	floured	JJ
96	surface	surface	NN
97	,	,	,
98	roll	roll	VB
99	each	each	DT
100	ball	ball	NN
101	into	into	IN
102	a	a	DT
103	inch	inch	NN
104	round	round	NN
105	.	.	.
106	Place	place	NN
107	approximately	approximately	RB
108	cup	cup	NN
109	filling	fill	VBG
110	on	on	RP
111	one	one	CD
112	half	half	NN
113	of	of	IN
114	each	each	DT
115	.	.	.
116	Dot	dot	NN
117	each	each	DT
118	with	with	IN
119	tablespoon	tablespoon	NN
120	margarine	margarine	NN
121	.	.	.
122	Draw	draw	VB
123	the	the	DT
124	other	other	JJ
125	half	half	NN
126	of	of	IN
127	the	the	DT
128	pastry	pastry	NN
129	over	over	IN
130	the	the	DT
131	filling	filling	NN
132	.	.	.
133	Crimp	crimp	VB
134	edges	edge	NNS
135	to	to	TO
136	seal	seal	VB
137	in	in	RP
138	filling	filling	NN
139	.	.	.
140	Prick	prick	VB
141	with	with	IN
142	a	a	DT
143	fork	fork	NN
144	and	and	CC
145	place	place	NN
146	on	on	IN
147	prepared	prepared	JJ
148	baking	baking	NN
149	sheet	sheet	NN
150	.	.	.
151	Bake	bake	VB
152	in	in	IN
153	preheated	preheated	JJ
154	oven	oven	NN
155	for	for	IN
156	hour	hour	NN
157	.	.	.

1	In	in	IN
2	a	a	DT
3	large	large	JJ
4	skillet	skillet	NN
5	over	over	IN
6	medium	medium	JJ
7	heat	heat	NN
8	,	,	,
9	combine	combine	VB
10	the	the	DT
11	mushrooms	mushroom	NNS
12	,	,	,
13	onion	onion	NN
14	,	,	,
15	sherry	sherry	NN
16	,	,	,
17	butter	butter	NN
18	or	or	CC
19	margarine	margarine	NN
20	and	and	CC
21	parsley	parsley	NN
22	and	and	CC
23	saute	saute	NN
24	until	until	IN
25	all	all	PDT
26	the	the	DT
27	liquid	liquid	NN
28	is	be	VBZ
29	absorbed	absorb	VBN
30	and	and	CC
31	the	the	DT
32	mixture	mixture	NN
33	resembles	resemble	VBZ
34	a	a	DT
35	paste	paste	NN
36	.	.	.
37	Cover	cover	VB
38	the	the	DT
39	top	top	NN
40	of	of	IN
41	each	each	DT
42	steak	steak	NN
43	with	with	IN
44	the	the	DT
45	mixture	mixture	NN
46	.	.	.
47	Partially	partially	RB
48	thaw	thaw	NN
49	the	the	DT
50	puff	puff	NN
51	pastry	pastry	NN
52	sheets	sheet	NNS
53	and	and	CC
54	roll	roll	VB
55	out	out	RP
56	pieces	piece	NNS
57	thin	thin	JJ
58	enough	enough	JJ
59	to	to	TO
60	cover	cover	VB
61	the	the	DT
62	top	top	NN
63	,	,	,
64	sides	side	NNS
65	and	and	CC
66	bottom	bottom	NN
67	of	of	IN
68	each	each	DT
69	steak	steak	NN
70	.	.	.
71	Place	place	VB
72	the	the	DT
73	steaks	steak	NNS
74	on	on	IN
75	a	a	DT
76	baking	baking	NN
77	sheet	sheet	NN
78	,	,	,
79	cover	cover	NN
80	with	with	IN
81	plastic	plastic	NN
82	wrap	wrap	NN
83	and	and	CC
84	store	store	NN
85	in	in	IN
86	the	the	DT
87	refrigerator	refrigerator	NN
88	until	until	IN
89	serving	serve	VBG
90	time	time	NN
91	.	.	.
92	Preheat	preheat	JJ
93	oven	oven	NN
94	to	to	IN
95	degrees	degree	NNS
96	F	f	NN
97	(	(	-LRB-
98	degrees	degree	NNS
99	C	c	NN
100	)	)	-RRB-
101	.	.	.
102	Bake	bake	VB
103	steaks	steak	NNS
104	uncovered	uncover	VBN
105	in	in	IN
106	the	the	DT
107	preheated	preheated	JJ
108	oven	oven	NN
109	for	for	IN
110	minutes	minute	NNS
111	.	.	.
112	(	(	-LRB-
113	Note	note	VB
114	:	:	:
115	They	they	PRP
116	will	will	MD
117	be	be	VB
118	rare	rare	JJ
119	but	but	CC
120	will	will	MD
121	continue	continue	VB
122	cooking	cook	VBG
123	while	while	IN
124	dish	dish	NN
125	is	be	VBZ
126	sitting	sit	VBG
127	.	.	.
128	)	)	-RRB-

1	Grind	grind	NN
2	garlic	garlic	NN
3	and	and	CC
4	a	a	DT
5	pinch	pinch	NN
6	of	of	IN
7	salt	salt	NN
8	together	together	RB
9	in	in	IN
10	a	a	DT
11	mortar	mortar	NN
12	and	and	CC
13	pestle	pestle	NN
14	until	until	IN
15	garlic	garlic	NN
16	is	be	VBZ
17	completely	completely	RB
18	smashed	smash	VBN
19	.	.	.
20	Add	add	VB
21	parsley	parsley	NN
22	and	and	CC
23	mix	mix	NN
24	until	until	IN
25	completely	completely	RB
26	incorporated	incorporate	VBN
27	.	.	.
28	Pound	pound	NN
29	butter	butter	NN
30	into	into	IN
31	garlic	garlic	NN
32	mixture	mixture	NN
33	with	with	IN
34	pestle	pestle	NN
35	until	until	IN
36	parsley	parsley	NN
37	and	and	CC
38	garlic	garlic	NN
39	are	be	VBP
40	fully	fully	RB
41	incorporated	incorporate	VBN
42	into	into	IN
43	the	the	DT
44	butter	butter	NN
45	.	.	.
46	Wrap	wrap	VB
47	the	the	DT
48	butter	butter	NN
49	mixture	mixture	NN
50	in	in	IN
51	plastic	plastic	NN
52	wrap	wrap	NN
53	and	and	CC
54	refrigerate	refrigerate	VB
55	until	until	IN
56	cold	cold	NN
57	,	,	,
58	at	at	IN
59	least	least	RBS
60	minutes	minute	NNS
61	.	.	.
62	Season	season	NN
63	chicken	chicken	NN
64	breasts	breast	NNS
65	with	with	IN
66	salt	salt	NN
67	and	and	CC
68	pepper	pepper	NN
69	.	.	.
70	Place	place	NN
71	/	/	,
72	the	the	DT
73	butter	butter	NN
74	mixture	mixture	NN
75	in	in	IN
76	the	the	DT
77	center	center	NN
78	of	of	IN
79	wider	wide	JJR
80	end	end	NN
81	of	of	IN
82	each	each	DT
83	chicken	chicken	NN
84	breast	breast	NN
85	.	.	.
86	Fold	fold	VB
87	the	the	DT
88	narrower	narrow	JJR
89	end	end	NN
90	of	of	IN
91	each	each	DT
92	chicken	chicken	NN
93	breast	breast	NN
94	up	up	RB
95	over	over	IN
96	the	the	DT
97	butter	butter	NN
98	to	to	TO
99	form	form	VB
100	a	a	DT
101	tight	tight	JJ
102	pocket	pocket	NN
103	around	around	IN
104	the	the	DT
105	butter	butter	NN
106	.	.	.
107	Gather	gather	VB
108	the	the	DT
109	sides	side	NNS
110	of	of	IN
111	each	each	DT
112	chicken	chicken	NN
113	breast	breast	NN
114	to	to	IN
115	the	the	DT
116	center	center	NN
117	to	to	TO
118	form	form	VB
119	a	a	DT
120	round	round	NN
121	ball	ball	NN
122	.	.	.
123	The	the	DT
124	top	top	NN
125	of	of	IN
126	the	the	DT
127	chicken	chicken	NN
128	will	will	MD
129	be	be	VB
130	smooth	smooth	JJ
131	and	and	CC
132	the	the	DT
133	bottom	bottom	NN
134	will	will	MD
135	be	be	VB
136	gathered	gather	VBN
137	.	.	.
138	Tightly	tightly	RB
139	wrap	wrap	VB
140	each	each	DT
141	chicken	chicken	NN
142	breast	breast	NN
143	ball	ball	NN
144	in	in	IN
145	plastic	plastic	NN
146	wrap	wrap	NN
147	,	,	,
148	put	put	VBD
149	wrapped	wrap	VBN
150	breasts	breast	NNS
151	on	on	IN
152	a	a	DT
153	plate	plate	NN
154	,	,	,
155	and	and	CC
156	chill	chill	NN
157	in	in	IN
158	the	the	DT
159	freezer	freezer	NN
160	until	until	IN
161	the	the	DT
162	gathered	gather	VBN
163	bottoms	bottom	NNS
164	hold	hold	VBP
165	together	together	RB
166	and	and	CC
167	are	be	VBP
168	slightly	slightly	RB
169	firm	firm	JJ
170	,	,	,
171	about	about	IN
172	minutes	minute	NNS
173	.	.	.
174	Whisk	whisk	VB
175	flour	flour	NN
176	and	and	CC
177	teaspoons	teaspoon	NNS
178	salt	salt	VBP
179	together	together	RB
180	in	in	IN
181	a	a	DT
182	shallow	shallow	JJ
183	bowl	bowl	NN
184	.	.	.
185	Whisk	whisk	VB
186	eggs	egg	NNS
187	together	together	RB
188	in	in	IN
189	another	another	DT
190	shallow	shallow	JJ
191	bowl	bowl	NN
192	.	.	.
193	Pour	pour	VB
194	panko	panko	NN
195	bread	bread	NN
196	crumbs	crumb	NNS
197	into	into	IN
198	another	another	DT
199	bowl	bowl	NN
200	.	.	.
201	Remove	remove	VB
202	chicken	chicken	NN
203	breast	breast	NN
204	balls	ball	NNS
205	from	from	IN
206	plastic	plastic	NN
207	wrap	wrap	NN
208	.	.	.
209	Gently	gently	RB
210	press	press	VB
211	each	each	DT
212	chicken	chicken	NN
213	breast	breast	NN
214	ball	ball	NN
215	into	into	IN
216	flour	flour	NN
217	mixture	mixture	NN
218	to	to	IN
219	coat	coat	NN
220	and	and	CC
221	shake	shake	VB
222	off	off	RP
223	any	any	DT
224	excess	excess	JJ
225	flour	flour	NN
226	.	.	.
227	Dip	dip	VB
228	into	into	IN
229	beaten	beat	VBN
230	eggs	egg	NNS
231	,	,	,
232	then	then	RB
233	press	press	NN
234	into	into	IN
235	bread	bread	NN
236	crumbs	crumb	NNS
237	.	.	.
238	Place	place	VB
239	breaded	bread	VBN
240	chicken	chicken	NN
241	onto	onto	IN
242	a	a	DT
243	plate	plate	NN
244	,	,	,
245	cover	cover	NN
246	with	with	IN
247	plastic	plastic	NN
248	wrap	wrap	NN
249	,	,	,
250	and	and	CC
251	return	return	VB
252	to	to	IN
253	the	the	DT
254	freezer	freezer	NN
255	to	to	IN
256	chill	chill	NN
257	until	until	IN
258	firm	firm	NN
259	,	,	,
260	about	about	IN
261	minutes	minute	NNS
262	.	.	.
263	Heat	heat	VB
264	oil	oil	NN
265	in	in	IN
266	a	a	DT
267	deep-fryer	deep-fryer	NN
268	or	or	CC
269	large	large	JJ
270	saucepan	saucepan	NN
271	to	to	IN
272	degrees	degree	NNS
273	F	f	NN
274	(	(	-LRB-
275	degrees	degree	NNS
276	C	c	NN
277	)	)	-RRB-
278	.	.	.
279	Preheat	preheat	JJ
280	oven	oven	NN
281	to	to	IN
282	degrees	degree	NNS
283	F	f	NN
284	(	(	-LRB-
285	degrees	degree	NNS
286	C	c	NN
287	)	)	-RRB-
288	.	.	.
289	Line	line	NN
290	a	a	DT
291	baking	baking	NN
292	sheet	sheet	NN
293	with	with	IN
294	aluminum	aluminum	NN
295	foil	foil	NN
296	.	.	.
297	Working	work	VBG
298	in	in	IN
299	batches	batch	NNS
300	,	,	,
301	cook	cook	VB
302	chicken	chicken	NN
303	,	,	,
304	gathered-side	gathered-side	VB
305	down	down	RP
306	,	,	,
307	in	in	IN
308	hot	hot	JJ
309	oil	oil	NN
310	and	and	CC
311	until	until	IN
312	lightly	lightly	RB
313	golden	golden	JJ
314	on	on	IN
315	both	both	DT
316	sides	side	NNS
317	,	,	,
318	about	about	IN
319	minute	minute	NN
320	per	per	IN
321	side	side	NN
322	.	.	.
323	Transfer	transfer	NN
324	to	to	IN
325	prepared	prepared	JJ
326	baking	baking	NN
327	sheet	sheet	NN
328	.	.	.
329	Sprinkle	sprinkle	VB
330	salt	salt	NN
331	and	and	CC
332	cayenne	cayenne	NN
333	pepper	pepper	NN
334	over	over	IN
335	the	the	DT
336	top	top	NN
337	.	.	.
338	Bake	bake	VB
339	in	in	IN
340	the	the	DT
341	preheated	preheated	JJ
342	oven	oven	NN
343	until	until	IN
344	you	you	PRP
345	can	can	MD
346	hear	hear	VB
347	the	the	DT
348	butter	butter	NN
349	start	start	VB
350	to	to	TO
351	sizzle	sizzle	VB
352	on	on	IN
353	the	the	DT
354	baking	baking	NN
355	sheet	sheet	NN
356	,	,	,
357	to	to	IN
358	minutes	minute	NNS
359	.	.	.
360	An	a	DT
361	instant-read	instant-read	JJ
362	thermometer	thermometer	NN
363	inserted	insert	VBN
364	into	into	IN
365	the	the	DT
366	center	center	NN
367	should	should	MD
368	read	read	VB
369	at	at	IN
370	least	least	RBS
371	degrees	degree	NNS
372	F	f	NN
373	(	(	-LRB-
374	degrees	degree	NNS
375	C	c	NN
376	)	)	-RRB-
377	.	.	.
378	Let	let	VB
379	rest	rest	NN
380	for	for	IN
381	minutes	minute	NNS
382	before	before	IN
383	serving	serve	VBG
384	.	.	.

1	Pierce	Pierce	NNP
2	pork	pork	NN
3	all	all	RB
4	over	over	IN
5	with	with	IN
6	a	a	DT
7	carving	carving	NN
8	fork	fork	NN
9	.	.	.
10	Rub	rub	VB
11	salt	salt	NN
12	then	then	RB
13	liquid	liquid	JJ
14	smoke	smoke	NN
15	over	over	IN
16	meat	meat	NN
17	.	.	.
18	Place	place	VB
19	roast	roast	NN
20	in	in	IN
21	a	a	DT
22	slow	slow	JJ
23	cooker	cooker	NN
24	.	.	.
25	Cover	cover	NN
26	,	,	,
27	and	and	CC
28	cook	cook	VB
29	on	on	IN
30	Low	low	JJ
31	for	for	IN
32	to	to	TO
33	hours	hour	NNS
34	,	,	,
35	turning	turn	VBG
36	once	once	RB
37	during	during	IN
38	cooking	cooking	NN
39	time	time	NN
40	.	.	.
41	Remove	remove	VB
42	meat	meat	NN
43	from	from	IN
44	slow	slow	JJ
45	cooker	cooker	NN
46	,	,	,
47	and	and	CC
